First_Procedure_Code,amb_acute_count,OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
Q188,6,Q188,Q188: Other specified diagnostic endoscopic examination of uterus,Q18,Q18: Diagnostic endoscopic examination of uterus,"Q01-Q21, Q58","Q01-Q21, Q58: Uterus",Q,Q: Upper Female Genital Tract,4.2,Live
Q189,25,Q189,Q189: Unspecified diagnostic endoscopic examination of uterus,Q18,Q18: Diagnostic endoscopic examination of uterus,"Q01-Q21, Q58","Q01-Q21, Q58: Uterus",Q,Q: Upper Female Genital Tract,4.2,Live
Q201,16,Q201,Q201: Freeing of adhesions of uterus,Q20,Q20: Other operations on uterus,"Q01-Q21, Q58","Q01-Q21, Q58: Uterus",Q,Q: Upper Female Genital Tract,4.2,Live
Q202,60,Q202,Q202: Biopsy of lesion of uterus NEC,Q20,Q20: Other operations on uterus,"Q01-Q21, Q58","Q01-Q21, Q58: Uterus",Q,Q: Upper Female Genital Tract,4.2,Live
Q203,1,Q203,Q203: Manual manipulation of uterus,Q20,Q20: Other operations on uterus,"Q01-Q21, Q58","Q01-Q21, Q58: Uterus",Q,Q: Upper Female Genital Tract,4.2,Live
Q208,1,Q208,Q208: Other specified other operations on uterus,Q20,Q20: Other operations on uterus,"Q01-Q21, Q58","Q01-Q21, Q58: Uterus",Q,Q: Upper Female Genital Tract,4.2,Live
Q221,105,Q221,Q221: Bilateral salpingoophorectomy,Q22,Q22: Bilateral excision of adnexa of uterus,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q222,130,Q222,Q222: Bilateral salpingectomy NEC,Q22,Q22: Bilateral excision of adnexa of uterus,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q223,4,Q223,Q223: Bilateral oophorectomy NEC,Q22,Q22: Bilateral excision of adnexa of uterus,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q231,473,Q231,Q231: Unilateral salpingoophorectomy NEC,Q23,Q23: Unilateral excision of adnexa of uterus,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q232,10,Q232,Q232: Salpingoophorectomy of remaining solitary fallopian tube and ovary,Q23,Q23: Unilateral excision of adnexa of uterus,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q233,423,Q233,Q233: Unilateral salpingectomy NEC,Q23,Q23: Unilateral excision of adnexa of uterus,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q234,25,Q234,Q234: Salpingectomy of remaining solitary fallopian tube NEC,Q23,Q23: Unilateral excision of adnexa of uterus,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q235,24,Q235,Q235: Unilateral oophorectomy NEC,Q23,Q23: Unilateral excision of adnexa of uterus,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q236,2,Q236,Q236: Oophorectomy of remaining solitary ovary NEC,Q23,Q23: Unilateral excision of adnexa of uterus,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q238,6,Q238,Q238: Other specified unilateral excision of adnexa of uterus,Q23,Q23: Unilateral excision of adnexa of uterus,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q239,1,Q239,Q239: Unspecified unilateral excision of adnexa of uterus,Q23,Q23: Unilateral excision of adnexa of uterus,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q241,10,Q241,Q241: Salpingoophorectomy NEC,Q24,Q24: Other excision of adnexa of uterus,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q242,28,Q242,Q242: Salpingectomy NEC,Q24,Q24: Other excision of adnexa of uterus,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q243,1,Q243,Q243: Oophorectomy NEC,Q24,Q24: Other excision of adnexa of uterus,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q248,2,Q248,Q248: Other specified other excision of adnexa of uterus,Q24,Q24: Other excision of adnexa of uterus,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q251,22,Q251,Q251: Excision of lesion of fallopian tube,Q25,Q25: Partial excision of fallopian tube,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q258,2,Q258,Q258: Other specified partial excision of fallopian tube,Q25,Q25: Partial excision of fallopian tube,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q259,27,Q259,Q259: Unspecified partial excision of fallopian tube,Q25,Q25: Partial excision of fallopian tube,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q304,23,Q304,Q304: Salpingostomy,Q30,Q30: Other repair of fallopian tube,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q312,391,Q312,Q312: Drainage of fallopian tube,Q31,Q31: Incision of fallopian tube,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q318,2,Q318,Q318: Other specified incision of fallopian tube,Q31,Q31: Incision of fallopian tube,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q319,2,Q319,Q319: Unspecified incision of fallopian tube,Q31,Q31: Incision of fallopian tube,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q328,1,Q328,Q328: Other specified operations on fimbria,Q32,Q32: Operations on fimbria,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q341,2,Q341,Q341: Open freeing of adhesions of fallopian tube,Q34,Q34: Other open operations on fallopian tube,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q348,13,Q348,Q348: Other specified other open operations on fallopian tube,Q34,Q34: Other open operations on fallopian tube,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q352,1,Q352,Q352: Endoscopic bilateral clipping of fallopian tubes,Q35,Q35: Endoscopic bilateral occlusion of fallopian tubes,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q381,40,Q381,Q381: Endoscopic freeing of adhesions of fallopian tube,Q38,Q38: Other therapeutic endoscopic operations on fallopian tube,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q388,39,Q388,Q388: Other specified other therapeutic endoscopic operations on fallopian tube,Q38,Q38: Other therapeutic endoscopic operations on fallopian tube,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q391,3,Q391,Q391: Diagnostic endoscopic examination of fallopian tube and biopsy of lesion of fallopian tube,Q39,Q39: Diagnostic endoscopic examination of fallopian tube,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q399,4,Q399,Q399: Unspecified diagnostic endoscopic examination of fallopian tube,Q39,Q39: Diagnostic endoscopic examination of fallopian tube,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q411,4,Q411,Q411: Salpingography,Q41,Q41: Other operations on fallopian tube,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q413,5,Q413,Q413: Dye test of fallopian tube,Q41,Q41: Other operations on fallopian tube,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q417,39,Q417,Q417: Aspiration of fallopian tube,Q41,Q41: Other operations on fallopian tube,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.3,Live
Q418,10,Q418,Q418: Other specified other operations on fallopian tube,Q41,Q41: Other operations on fallopian tube,"Q22-Q39, Q41","Q22-Q39, Q41: Fallopian tube",Q,Q: Upper Female Genital Tract,4.2,Live
Q431,3,Q431,Q431: Excision of wedge of ovary,Q43,Q43: Partial excision of ovary,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
Q432,31,Q432,Q432: Excision of lesion of ovary,Q43,Q43: Partial excision of ovary,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
Q433,17,Q433,Q433: Marsupialisation of lesion of ovary,Q43,Q43: Partial excision of ovary,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
Q438,2,Q438,Q438: Other specified partial excision of ovary,Q43,Q43: Partial excision of ovary,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
Q439,5,Q439,Q439: Unspecified partial excision of ovary,Q43,Q43: Partial excision of ovary,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
Q472,7,Q472,Q472: Open freeing of adhesions of ovary,Q47,Q47: Other open operations on ovary,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
Q473,5,Q473,Q473: Open biopsy of lesion of ovary,Q47,Q47: Other open operations on ovary,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
Q474,114,Q474,Q474: Open drainage of cyst of ovary,Q47,Q47: Other open operations on ovary,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
Q478,63,Q478,Q478: Other specified other open operations on ovary,Q47,Q47: Other open operations on ovary,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
Q484,1,Q484,Q484: Transvaginal oocyte recovery,Q48,Q48: Oocyte recovery,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
Q491,84,Q491,Q491: Endoscopic extirpation of lesion of ovary NEC,Q49,Q49: Therapeutic endoscopic operations on ovary,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
Q492,61,Q492,Q492: Endoscopic freeing of adhesions of ovary,Q49,Q49: Therapeutic endoscopic operations on ovary,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
Q493,417,Q493,Q493: Endoscopic drainage of cyst of ovary,Q49,Q49: Therapeutic endoscopic operations on ovary,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
Q494,3,Q494,Q494: Endoscopic drilling of ovary,Q49,Q49: Therapeutic endoscopic operations on ovary,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.3,Live
Q498,211,Q498,Q498: Other specified therapeutic endoscopic operations on ovary,Q49,Q49: Therapeutic endoscopic operations on ovary,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
Q499,2,Q499,Q499: Unspecified therapeutic endoscopic operations on ovary,Q49,Q49: Therapeutic endoscopic operations on ovary,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
Q501,5,Q501,Q501: Diagnostic endoscopic examination of ovary and biopsy of lesion of ovary,Q50,Q50: Diagnostic endoscopic examination of ovary,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
Q509,1,Q509,Q509: Unspecified diagnostic endoscopic examination of ovary,Q50,Q50: Diagnostic endoscopic examination of ovary,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
Q511,50,Q511,Q511: Transvaginal ultrasound guided aspiration of ovarian cyst,Q51,Q51: Other operations on ovary,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.4,Live
Q518,37,Q518,Q518: Other specified other operations on ovary,Q51,Q51: Other operations on ovary,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.4,Live
Q521,2,Q521,Q521: Excision of lesion of broad ligament of uterus,Q52,Q52: Operations on broad ligament of uterus,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
Q528,1,Q528,Q528: Other specified operations on broad ligament of uterus,Q52,Q52: Operations on broad ligament of uterus,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
Q551,19,Q551,Q551: Examination of female genital tract under anaesthetic and Papanicolau smear,Q55,Q55: Other examination of female genital tract,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
Q552,15,Q552,Q552: Examination of female genital tract under anaesthetic NEC,Q55,Q55: Other examination of female genital tract,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
Q553,6,Q553,Q553: Papanicolau smear NEC,Q55,Q55: Other examination of female genital tract,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
Q554,6,Q554,Q554: Colposcopy of cervix,Q55,Q55: Other examination of female genital tract,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.3,Live
Q555,8792,Q555,Q555: Transvaginal ultrasound examination of female genital tract,Q55,Q55: Other examination of female genital tract,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.3,Live
Q556,61,Q556,Q556: Genital swab,Q55,Q55: Other examination of female genital tract,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.3,Live
Q558,8,Q558,Q558: Other specified other examination of female genital tract,Q55,Q55: Other examination of female genital tract,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
Q559,35,Q559,Q559: Unspecified other examination of female genital tract,Q55,Q55: Other examination of female genital tract,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
Q568,10,Q568,Q568: Other specified other operations on female genital tract,Q56,Q56: Other operations on female genital tract,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
R172,4,R172,R172: Elective lower uterine segment caesarean delivery,R17,R17: Elective caesarean delivery,R14-R27,R14-R27: Induction and delivery,R,"R: Female Genital Tract Associated with Pregnancy, Childbirth and the Puerperium",4.2,Live
R182,35,R182,R182: Lower uterine segment caesarean delivery NEC,R18,R18: Other caesarean delivery,R14-R27,R14-R27: Induction and delivery,R,"R: Female Genital Tract Associated with Pregnancy, Childbirth and the Puerperium",4.2,Live
R219,1,R219,R219: Unspecified forceps cephalic delivery,R21,R21: Forceps cephalic delivery,R14-R27,R14-R27: Induction and delivery,R,"R: Female Genital Tract Associated with Pregnancy, Childbirth and the Puerperium",4.2,Live
R249,9,R249,R249: All normal delivery,R24,R24: Normal delivery,R14-R27,R14-R27: Induction and delivery,R,"R: Female Genital Tract Associated with Pregnancy, Childbirth and the Puerperium",4.2,Live
R322,1,R322,R322: Repair of obstetric laceration of perineum and sphincter of anus,R32,R32: Repair of obstetric laceration,R28-R34,R28-R34: Other obstetric,R,"R: Female Genital Tract Associated with Pregnancy, Childbirth and the Puerperium",4.2,Live
R361,2,R361,R361: Dating scan,R36,R36: Routine obstetric scan,R36-R43,R36-R43: Obstetric scans and studies,R,"R: Female Genital Tract Associated with Pregnancy, Childbirth and the Puerperium",4.3,Live
R362,4,R362,R362: Viability scan,R36,R36: Routine obstetric scan,R36-R43,R36-R43: Obstetric scans and studies,R,"R: Female Genital Tract Associated with Pregnancy, Childbirth and the Puerperium",4.3,Live
R368,1,R368,R368: Other specified routine obstetric scan,R36,R36: Routine obstetric scan,R36-R43,R36-R43: Obstetric scans and studies,R,"R: Female Genital Tract Associated with Pregnancy, Childbirth and the Puerperium",4.3,Live
R378,1,R378,R378: Other specified non-routine obstetric scan for fetal observations,R37,R37: Non-routine obstetric scan for fetal observations,R36-R43,R36-R43: Obstetric scans and studies,R,"R: Female Genital Tract Associated with Pregnancy, Childbirth and the Puerperium",4.3,Live
R379,3,R379,R379: Unspecified non-routine obstetric scan for fetal observations,R37,R37: Non-routine obstetric scan for fetal observations,R36-R43,R36-R43: Obstetric scans and studies,R,"R: Female Genital Tract Associated with Pregnancy, Childbirth and the Puerperium",4.3,Live
R388,1,R388,R388: Other specified other non-routine obstetric scan,R38,R38: Other non-routine obstetric scan,R36-R43,R36-R43: Obstetric scans and studies,R,"R: Female Genital Tract Associated with Pregnancy, Childbirth and the Puerperium",4.3,Live
S022,2,S022,S022: Abdominolipectomy,S02,S02: Plastic excision of skin of abdominal wall,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S028,1,S028,S028: Other specified plastic excision of skin of abdominal wall,S02,S02: Plastic excision of skin of abdominal wall,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S041,2,S041,S041: Excision of sweat gland bearing skin of axilla,S04,S04: Other excision of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S048,11,S048,S048: Other specified other excision of skin,S04,S04: Other excision of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S049,15,S049,S049: Unspecified other excision of skin,S04,S04: Other excision of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S061,3,S061,S061: Marsupialisation of lesion of skin of head or neck,S06,S06: Other excision of lesion of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S062,228,S062,S062: Marsupialisation of lesion of skin NEC,S06,S06: Other excision of lesion of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S063,11,S063,S063: Shave excision of lesion of skin of head or neck,S06,S06: Other excision of lesion of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S064,53,S064,S064: Shave excision of lesion of skin NEC,S06,S06: Other excision of lesion of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S065,198,S065,S065: Excision of lesion of skin of head or neck NEC,S06,S06: Other excision of lesion of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S066,1,S066,S066: Re-excision of skin margins of head or neck,S06,S06: Other excision of lesion of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.6,Live
S067,7,S067,S067: Re-excision of skin margins NEC,S06,S06: Other excision of lesion of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.6,Live
S068,111,S068,S068: Other specified other excision of lesion of skin,S06,S06: Other excision of lesion of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S069,1090,S069,S069: Unspecified other excision of lesion of skin,S06,S06: Other excision of lesion of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S081,4,S081,S081: Curettage and cauterisation of lesion of skin of head or neck,S08,S08: Curettage of lesion of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S082,26,S082,S082: Curettage and cauterisation of lesion of skin NEC,S08,S08: Curettage of lesion of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S083,4,S083,S083: Curettage of lesion of skin of head or neck NEC,S08,S08: Curettage of lesion of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S088,27,S088,S088: Other specified curettage of lesion of skin,S08,S08: Curettage of lesion of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S175,1,S175,S175: Distant myocutaneous free flap NEC,S17,S17: Distant flap of skin and muscle,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.9,Live
S178,1,S178,S178: Other specified distant flap of skin and muscle,S17,S17: Distant flap of skin and muscle,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S179,1,S179,S179: Unspecified distant flap of skin and muscle,S17,S17: Distant flap of skin and muscle,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S185,3,S185,S185: Distant fasciocutaneous free flap NEC,S18,S18: Distant flap of skin and fascia,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.9,Live
S189,1,S189,S189: Unspecified distant flap of skin and fascia,S18,S18: Distant flap of skin and fascia,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S198,3,S198,S198: Other specified distant pedicle flap of skin,S19,S19: Distant pedicle flap of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S202,1,S202,S202: Axial pattern distant flap of skin NEC,S20,S20: Other distant flap of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S209,1,S209,S209: Unspecified other distant flap of skin,S20,S20: Other distant flap of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S222,2,S222,S222: Neurovascular island sensory flap of skin NEC,S22,S22: Sensory flap of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S401,6,S401,S401: Tape closure of skin NEC,S40,S40: Other closure of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.3,Live
S402,6,S402,S402: Tissue adhesive closure of skin NEC,S40,S40: Other closure of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.3,Live
S404,10,S404,S404: Tissue adhesive closure of skin of head or neck,S40,S40: Other closure of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.4,Live
S408,3,S408,S408: Other specified other closure of skin,S40,S40: Other closure of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.3,Live
S409,1,S409,S409: Unspecified other closure of skin,S40,S40: Other closure of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.3,Live
S411,179,S411,S411: Primary suture of skin of head or neck NEC,S41,S41: Suture of skin of head or neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S412,1,S412,S412: Delayed primary suture of skin of head or neck,S41,S41: Suture of skin of head or neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S413,1,S413,S413: Secondary suture of skin of head or neck,S41,S41: Suture of skin of head or neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S414,7,S414,S414: Resuture of skin of head or neck,S41,S41: Suture of skin of head or neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S418,1,S418,S418: Other specified suture of skin of head or neck,S41,S41: Suture of skin of head or neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S419,11,S419,S419: Unspecified suture of skin of head or neck,S41,S41: Suture of skin of head or neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S421,327,S421,S421: Primary suture of skin NEC,S42,S42: Suture of skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S422,12,S422,S422: Delayed primary suture of skin NEC,S42,S42: Suture of skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S423,20,S423,S423: Secondary suture of skin NEC,S42,S42: Suture of skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S424,16,S424,S424: Resuture of skin NEC,S42,S42: Suture of skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S428,3,S428,S428: Other specified suture of skin of other site,S42,S42: Suture of skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S429,12,S429,S429: Unspecified suture of skin of other site,S42,S42: Suture of skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S431,4,S431,S431: Removal of clip from skin of head or neck,S43,S43: Removal of repair material from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S432,13,S432,S432: Removal of clip from skin NEC,S43,S43: Removal of repair material from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S433,10,S433,S433: Removal of suture from skin of head or neck,S43,S43: Removal of repair material from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S434,72,S434,S434: Removal of suture from skin NEC,S43,S43: Removal of repair material from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S438,2,S438,S438: Other specified removal of repair material from skin,S43,S43: Removal of repair material from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S441,4,S441,S441: Removal of metal from skin of head or neck,S44,S44: Removal of other inorganic substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S442,47,S442,S442: Removal of metal from skin NEC,S44,S44: Removal of other inorganic substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S444,19,S444,S444: Removal of glass from skin NEC,S44,S44: Removal of other inorganic substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S445,5,S445,S445: Removal of inorganic foreign body from skin of head or neck NEC,S44,S44: Removal of other inorganic substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S446,21,S446,S446: Removal of inorganic foreign body from skin NEC,S44,S44: Removal of other inorganic substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S449,1,S449,S449: Unspecified removal of other inorganic substance from skin,S44,S44: Removal of other inorganic substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S453,1,S453,S453: Removal of organic material from skin of head or neck NEC,S45,S45: Removal of other substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S454,79,S454,S454: Removal of organic material from skin NEC,S45,S45: Removal of other substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S455,4,S455,S455: Removal of foreign body from skin of head or neck NEC,S45,S45: Removal of other substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
