First_Procedure_Code,eol_broad_count,OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
T521,206,T521,T521: Palmar fasciectomy,T52,T52: Excision of other fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T522,21,T522,T522: Revision of palmar fasciectomy,T52,T52: Excision of other fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T523,1,T523,T523: Plantar fasciectomy,T52,T52: Excision of other fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T743,6,T743,T743: Exploration of tendon NEC,T74,T74: Other operations on tendon,"T64-T75, T78, T82","T64-T75, T78, T82: Tendon",T,T: Soft Tissue,4.2,Live
T744,105,T744,T744: Injection of therapeutic substance into tendon NEC,T74,T74: Other operations on tendon,"T64-T75, T78, T82","T64-T75, T78, T82: Tendon",T,T: Soft Tissue,4.3,Live
T746,15,T746,T746: Autologous blood injection into tendon,T74,T74: Other operations on tendon,"T64-T75, T78, T82","T64-T75, T78, T82: Tendon",T,T: Soft Tissue,4.6,Live
T748,38,T748,T748: Other specified other operations on tendon,T74,T74: Other operations on tendon,"T64-T75, T78, T82","T64-T75, T78, T82: Tendon",T,T: Soft Tissue,4.2,Live
T756,1,T756,T756: Delayed primary simple repair of tendon,T75,T75: Delayed primary repair of tendon,"T64-T75, T78, T82","T64-T75, T78, T82: Tendon",T,T: Soft Tissue,4.10,Live
T761,5,T761,T761: Microvascular free tissue transfer of flap of muscle,T76,T76: Transplantation of muscle,"T76-T77, T79-T81, T83","T76-T77, T79-T81, T83: Muscle",T,T: Soft Tissue,4.2,Live
T762,2,T762,T762: Transfer of flap of muscle NEC,T76,T76: Transplantation of muscle,"T76-T77, T79-T81, T83","T76-T77, T79-T81, T83: Muscle",T,T: Soft Tissue,4.10,Live
T768,16,T768,T768: Other specified transplantation of muscle,T76,T76: Transplantation of muscle,"T76-T77, T79-T81, T83","T76-T77, T79-T81, T83: Muscle",T,T: Soft Tissue,4.2,Live
T769,2,T769,T769: Unspecified transplantation of muscle,T76,T76: Transplantation of muscle,"T76-T77, T79-T81, T83","T76-T77, T79-T81, T83: Muscle",T,T: Soft Tissue,4.2,Live
T771,10,T771,T771: Excision of whole muscle group,T77,T77: Excision of muscle,"T76-T77, T79-T81, T83","T76-T77, T79-T81, T83: Muscle",T,T: Soft Tissue,4.2,Live
T772,118,T772,T772: Wide excision of muscle,T77,T77: Excision of muscle,"T76-T77, T79-T81, T83","T76-T77, T79-T81, T83: Muscle",T,T: Soft Tissue,4.2,Live
T948,3,T948,T948: Other specified operations on branchial cleft,T94,T94: Operations on branchial cleft,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
T961,2,T961,T961: Excision of cystic hygroma,T96,T96: Other operations on soft tissue,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
T962,472,T962,T962: Excision of lesion of soft tissue NEC,T96,T96: Other operations on soft tissue,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
U362,1076,U362,U362: Positron emission tomography with computed tomography NEC,U36,U36: Other diagnostic imaging procedures,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.5,Live
U363,243,U363,U363: Single photon emission computed tomography with computed tomography NEC,U36,U36: Other diagnostic imaging procedures,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.5,Live
U364,84,U364,U364: Ultrasound elastography,U36,U36: Other diagnostic imaging procedures,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.6,Live
U365,10,U365,U365: Cone beam computed tomography NEC,U36,U36: Other diagnostic imaging procedures,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.8,Live
U371,53,U371,U371: Magnetic resonance imaging of kidneys,U37,U37: Other diagnostic imaging of genitourinary system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.4,Live
U372,1014,U372,U372: Computed tomography of kidneys,U37,U37: Other diagnostic imaging of genitourinary system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.4,Live
U381,2,U381,U381: Saline suppression test,U38,U38: Other diagnostic endocrinology,U22-U41,U22-U41: Diagnostic tests,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.9,Live
U401,22,U401,U401: Diagnostic intradermal inoculation of skin,U40,U40: Diagnostic tests on skin,U22-U41,U22-U41: Diagnostic tests,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.4,Live
U403,39,U403,U403: Skin prick test,U40,U40: Diagnostic tests on skin,U22-U41,U22-U41: Diagnostic tests,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.9,Live
U411,1,U411,U411: Oral food provocation test,U41,U41: Provocation test,U22-U41,U22-U41: Diagnostic tests,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.9,Live
V194,187,V194,V194: Biopsy of lesion of mandible,V19,V19: Other operations on mandible,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V195,47,V195,V195: Manipulation of mandible NEC,V19,V19: Other operations on mandible,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V198,91,V198,V198: Other specified other operations on mandible,V19,V19: Other operations on mandible,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V203,2,V203,V203: Intra-articular arthroplasty of temporomandibular joint,V20,V20: Reconstruction of temporomandibular joint,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V211,1,V211,V211: Meniscectomy of temporomandibular joint,V21,V21: Other operations on temporomandibular joint,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V212,95,V212,V212: Reduction of dislocation of temporomandibular joint,V21,V21: Other operations on temporomandibular joint,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V218,17,V218,V218: Other specified other operations on temporomandibular joint,V21,V21: Other operations on temporomandibular joint,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V221,225,V221,V221: Primary anterior decompression of cervical spinal cord and fusion of joint of cervical spine,V22,V22: Primary decompression operations on cervical spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V222,21,V222,V222: Primary anterior decompression of cervical spinal cord NEC,V22,V22: Primary decompression operations on cervical spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V223,15,V223,V223: Primary foraminotomy of cervical spine,V22,V22: Primary decompression operations on cervical spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V224,120,V224,V224: Primary anterior corpectomy of cervical spine with reconstruction HFQ,V22,V22: Primary decompression operations on cervical spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.3,Live
T544,2,T544,T544: Needle fasciotomy of plantar fascia,T54,T54: Division of fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.9,Live
T548,49,T548,T548: Other specified division of fascia,T54,T54: Division of fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T549,43,T549,T549: Unspecified division of fascia,T54,T54: Division of fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T551,11,T551,T551: Release fasciotomy of upper arm,T55,T55: Release of fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T552,32,T552,T552: Release fasciotomy of forearm,T55,T55: Release of fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T553,23,T553,T553: Release fasciotomy of thigh,T55,T55: Release of fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T554,52,T554,T554: Release fasciotomy of anterior compartment of lower leg,T55,T55: Release of fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T555,11,T555,T555: Release fasciotomy of posterior compartment of lower leg,T55,T55: Release of fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T556,30,T556,T556: Release fasciotomy of leg NEC,T55,T55: Release of fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T558,9,T558,T558: Other specified release of fascia,T55,T55: Release of fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T561,17,T561,T561: Dermofasciectomy,T56,T56: Other excision of other fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.4,Live
T562,6,T562,T562: Revision of dermofasciectomy,T56,T56: Other excision of other fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.4,Live
T568,1,T568,T568: Other specified other excision of other fascia,T56,T56: Other excision of other fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.4,Live
T572,11,T572,T572: Biopsy of lesion of fascia,T57,T57: Other operations on fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T573,1,T573,T573: Repair of fascia,T57,T57: Other operations on fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T575,12,T575,T575: Injection of therapeutic substance into fascia,T57,T57: Other operations on fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.9,Live
T578,35,T578,T578: Other specified other operations on fascia,T57,T57: Other operations on fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T591,16,T591,T591: Excision of ganglion of wrist,T59,T59: Excision of ganglion,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T592,47,T592,T592: Excision of ganglion of hand NEC,T59,T59: Excision of ganglion,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T593,1,T593,T593: Excision of ganglion of knee,T59,T59: Excision of ganglion,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T594,13,T594,T594: Excision of ganglion of foot,T59,T59: Excision of ganglion,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T598,3,T598,T598: Other specified excision of ganglion,T59,T59: Excision of ganglion,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T602,2,T602,T602: Re-excision of ganglion of hand NEC,T60,T60: Re-excision of ganglion,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T604,1,T604,T604: Re-excision of ganglion of foot,T60,T60: Re-excision of ganglion,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T611,7,T611,T611: Aspiration of ganglion,T61,T61: Other operations on ganglion,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.7,Live
T701,9,T701,T701: Subcutaneous tenotomy,T70,T70: Adjustment to length of tendon,"T64-T75, T78, T82","T64-T75, T78, T82: Tendon",T,T: Soft Tissue,4.2,Live
T702,75,T702,T702: Tenotomy NEC,T70,T70: Adjustment to length of tendon,"T64-T75, T78, T82","T64-T75, T78, T82: Tendon",T,T: Soft Tissue,4.2,Live
T703,2,T703,T703: Adjustment to muscle origin of tendon,T70,T70: Adjustment to length of tendon,"T64-T75, T78, T82","T64-T75, T78, T82: Tendon",T,T: Soft Tissue,4.2,Live
V523,3,V523,V523: Discography of intervertebral disc,V52,V52: Other operations on intervertebral disc,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V524,55,V524,V524: Biopsy of lesion of intervertebral disc NEC,V52,V52: Other operations on intervertebral disc,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V525,11,V525,V525: Aspiration of intervertebral disc NEC,V52,V52: Other operations on intervertebral disc,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.3,Live
V528,1,V528,V528: Other specified other operations on intervertebral disc,V52,V52: Other operations on intervertebral disc,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V543,2,V543,V543: Osteotomy of spine NEC,V54,V54: Other operations on spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
W229,26,W229,W229: Unspecified other primary open reduction of fracture of bone,W22,W22: Other primary open reduction of fracture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W231,411,W231,W231: Secondary open reduction of fracture of bone and intramedullary fixation HFQ,W23,W23: Secondary open reduction of fracture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W232,701,W232,W232: Secondary open reduction of fracture of bone and extramedullary fixation HFQ,W23,W23: Secondary open reduction of fracture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W233,23,W233,W233: Secondary open reduction of intra-articular fracture of bone,W23,W23: Secondary open reduction of fracture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W235,41,W235,W235: Secondary open reduction of fracture of bone and external fixation HFQ,W23,W23: Secondary open reduction of fracture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W236,112,W236,W236: Secondary open reduction of fracture of bone and internal fixation HFQ,W23,W23: Secondary open reduction of fracture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.3,Live
W238,6,W238,W238: Other specified secondary open reduction of fracture of bone,W23,W23: Secondary open reduction of fracture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W239,1,W239,W239: Unspecified secondary open reduction of fracture of bone,W23,W23: Secondary open reduction of fracture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W241,6899,W241,W241: Closed reduction of intracapsular fracture of neck of femur and fixation using nail or screw,W24,W24: Closed reduction of fracture of bone and internal fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W242,3025,W242,W242: Closed reduction of fracture of long bone and rigid internal fixation NEC,W24,W24: Closed reduction of fracture of bone and internal fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W243,90,W243,W243: Closed reduction of fracture of long bone and flexible internal fixation HFQ,W24,W24: Closed reduction of fracture of bone and internal fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W244,16,W244,W244: Closed reduction of fracture of short bone and fixation using screw,W24,W24: Closed reduction of fracture of bone and internal fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W245,62,W245,W245: Closed reduction of fragment of bone and fixation using screw,W24,W24: Closed reduction of fracture of bone and internal fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W246,27380,W246,W246: Closed reduction of fracture of bone and fixation using nail or screw,W24,W24: Closed reduction of fracture of bone and internal fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.7,Live
W247,739,W247,W247: Closed reduction of fracture of bone and fixation using plate,W24,W24: Closed reduction of fracture of bone and internal fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.8,Live
W248,63,W248,W248: Other specified closed reduction of fracture of bone and internal fixation,W24,W24: Closed reduction of fracture of bone and internal fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W249,9,W249,W249: Unspecified closed reduction of fracture of bone and internal fixation,W24,W24: Closed reduction of fracture of bone and internal fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
T963,480,T963,T963: Debridement of soft tissue NEC,T96,T96: Other operations on soft tissue,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.3,Live
T964,102,T964,T964: Evacuation of seroma from soft tissue,T96,T96: Other operations on soft tissue,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.5,Live
T965,142,T965,T965: Aspiration of soft tissue NEC,T96,T96: Other operations on soft tissue,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.9,Live
T966,882,T966,T966: Biopsy of soft tissue NEC,T96,T96: Other operations on soft tissue,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.9,Live
T967,2,T967,T967: Injection into soft tissue NEC,T96,T96: Other operations on soft tissue,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.9,Live
T968,407,T968,T968: Other specified other operations on soft tissue,T96,T96: Other operations on soft tissue,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
T971,1,T971,T971: Repair of recurrent umbilical hernia using insert of natural material,T97,T97: Repair of recurrent umbilical hernia,"T19-T32, T97-T98","T19-T32, T97-T98: Abdominal wall",T,T: Soft Tissue,4.3,Live
T972,32,T972,T972: Repair of recurrent umbilical hernia using insert of prosthetic material,T97,T97: Repair of recurrent umbilical hernia,"T19-T32, T97-T98","T19-T32, T97-T98: Abdominal wall",T,T: Soft Tissue,4.3,Live
T973,26,T973,T973: Repair of recurrent umbilical hernia using sutures,T97,T97: Repair of recurrent umbilical hernia,"T19-T32, T97-T98","T19-T32, T97-T98: Abdominal wall",T,T: Soft Tissue,4.3,Live
T978,1,T978,T978: Other specified repair of recurrent umbilical hernia,T97,T97: Repair of recurrent umbilical hernia,"T19-T32, T97-T98","T19-T32, T97-T98: Abdominal wall",T,T: Soft Tissue,4.3,Live
T981,1,T981,T981: Repair of recurrent ventral hernia using insert of natural material,T98,T98: Repair of recurrent other hernia of abdominal wall,"T19-T32, T97-T98","T19-T32, T97-T98: Abdominal wall",T,T: Soft Tissue,4.6,Live
T982,18,T982,T982: Repair of recurrent ventral hernia using insert of prosthetic material,T98,T98: Repair of recurrent other hernia of abdominal wall,"T19-T32, T97-T98","T19-T32, T97-T98: Abdominal wall",T,T: Soft Tissue,4.6,Live
T983,11,T983,T983: Repair of recurrent ventral hernia using sutures,T98,T98: Repair of recurrent other hernia of abdominal wall,"T19-T32, T97-T98","T19-T32, T97-T98: Abdominal wall",T,T: Soft Tissue,4.6,Live
T988,1,T988,T988: Other specified repair of recurrent other hernia of abdominal wall,T98,T98: Repair of recurrent other hernia of abdominal wall,"T19-T32, T97-T98","T19-T32, T97-T98: Abdominal wall",T,T: Soft Tissue,4.6,Live
U011,580,U011,U011: Computed tomography of whole body,U01,U01: Diagnostic imaging of whole body,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U012,166,U012,U012: Magnetic resonance imaging of whole body,U01,U01: Diagnostic imaging of whole body,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U018,10,U018,U018: Other specified diagnostic imaging of whole body,U01,U01: Diagnostic imaging of whole body,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U041,6,U041,U041: Bitewing radiology,U04,U04: Diagnostic imaging of mouth,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U048,3,U048,U048: Other specified diagnostic imaging of mouth,U04,U04: Diagnostic imaging of mouth,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U051,640438,U051,U051: Computed tomography of head,U05,U05: Diagnostic imaging of central nervous system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U052,47551,U052,U052: Magnetic resonance imaging of head,U05,U05: Diagnostic imaging of central nervous system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U053,54,U053,U053: Functional magnetic resonance imaging of head,U05,U05: Diagnostic imaging of central nervous system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U054,4687,U054,U054: Computed tomography of spine,U05,U05: Diagnostic imaging of central nervous system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
T704,1,T704,T704: Shortening of tendon NEC,T70,T70: Adjustment to length of tendon,"T64-T75, T78, T82","T64-T75, T78, T82: Tendon",T,T: Soft Tissue,4.2,Live
T705,61,T705,T705: Lengthening of tendon,T70,T70: Adjustment to length of tendon,"T64-T75, T78, T82","T64-T75, T78, T82: Tendon",T,T: Soft Tissue,4.2,Live
T708,2,T708,T708: Other specified adjustment to length of tendon,T70,T70: Adjustment to length of tendon,"T64-T75, T78, T82","T64-T75, T78, T82: Tendon",T,T: Soft Tissue,4.2,Live
T711,12,T711,T711: Tenosynovectomy,T71,T71: Excision of sheath of tendon,"T64-T75, T78, T82","T64-T75, T78, T82: Tendon",T,T: Soft Tissue,4.2,Live
T718,3,T718,T718: Other specified excision of sheath of tendon,T71,T71: Excision of sheath of tendon,"T64-T75, T78, T82","T64-T75, T78, T82: Tendon",T,T: Soft Tissue,4.2,Live
T719,2,T719,T719: Unspecified excision of sheath of tendon,T71,T71: Excision of sheath of tendon,"T64-T75, T78, T82","T64-T75, T78, T82: Tendon",T,T: Soft Tissue,4.2,Live
T721,5,T721,T721: Reconstruction of sheath of tendon,T72,T72: Other operations on sheath of tendon,"T64-T75, T78, T82","T64-T75, T78, T82: Tendon",T,T: Soft Tissue,4.2,Live
T723,224,T723,T723: Release of constriction of sheath of tendon,T72,T72: Other operations on sheath of tendon,"T64-T75, T78, T82","T64-T75, T78, T82: Tendon",T,T: Soft Tissue,4.2,Live
T724,18,T724,T724: Exploration of sheath of tendon,T72,T72: Other operations on sheath of tendon,"T64-T75, T78, T82","T64-T75, T78, T82: Tendon",T,T: Soft Tissue,4.2,Live
T728,86,T728,T728: Other specified other operations on sheath of tendon,T72,T72: Other operations on sheath of tendon,"T64-T75, T78, T82","T64-T75, T78, T82: Tendon",T,T: Soft Tissue,4.2,Live
T741,2,T741,T741: Biopsy of lesion of tendon NEC,T74,T74: Other operations on tendon,"T64-T75, T78, T82","T64-T75, T78, T82: Tendon",T,T: Soft Tissue,4.2,Live
T742,2,T742,T742: Removal of prosthesis from tendon,T74,T74: Other operations on tendon,"T64-T75, T78, T82","T64-T75, T78, T82: Tendon",T,T: Soft Tissue,4.2,Live
U059,4,U059,U059: Unspecified diagnostic imaging of central nervous system,U05,U05: Diagnostic imaging of central nervous system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U061,230,U061,U061: Computed tomography of sinuses,U06,U06: Diagnostic imaging of face and neck,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U062,1,U062,U062: Dacryoscintigraphy,U06,U06: Diagnostic imaging of face and neck,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U063,35,U063,U063: Ultrasound of thyroid gland,U06,U06: Diagnostic imaging of face and neck,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U065,1,U065,U065: Scanning of thyroid gland NEC,U06,U06: Diagnostic imaging of face and neck,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U068,12,U068,U068: Other specified diagnostic imaging of face and neck,U06,U06: Diagnostic imaging of face and neck,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U071,49783,U071,U071: Computed tomography of chest,U07,U07: Diagnostic imaging of chest,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U072,193,U072,U072: Magnetic resonance imaging of chest,U07,U07: Diagnostic imaging of chest,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U073,1034,U073,U073: Plain x-ray of chest,U07,U07: Diagnostic imaging of chest,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U078,37,U078,U078: Other specified diagnostic imaging of chest,U07,U07: Diagnostic imaging of chest,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U081,6060,U081,U081: Computed tomography of abdomen NEC,U08,U08: Diagnostic imaging of abdomen,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U082,2042,U082,U082: Ultrasound of abdomen,U08,U08: Diagnostic imaging of abdomen,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
W251,100,W251,W251: Closed reduction of fracture of bone and fixation to skeleton HFQ,W25,W25: Closed reduction of fracture of bone and external fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W252,37,W252,W252: Closed reduction of fracture of bone and fixation using functional bracing system,W25,W25: Closed reduction of fracture of bone and external fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W253,45,W253,W253: Remanipulation of fracture of bone and external fixation HFQ,W25,W25: Closed reduction of fracture of bone and external fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W258,22,W258,W258: Other specified closed reduction of fracture of bone and external fixation,W25,W25: Closed reduction of fracture of bone and external fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W259,35,W259,W259: Unspecified closed reduction of fracture of bone and external fixation,W25,W25: Closed reduction of fracture of bone and external fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W261,61,W261,W261: Manipulation of fracture of bone and skeletal traction NEC,W26,W26: Other closed reduction of fracture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W262,2366,W262,W262: Manipulation of fracture of bone NEC,W26,W26: Other closed reduction of fracture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
