First_Procedure_Code,frail_count,OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
U171,2,U171,U171: Meckel's scan,U17,U17: Diagnostic imaging of digestive tract,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U172,2,U172,U172: Selenium 75 homocholic acid taurine study,U17,U17: Diagnostic imaging of digestive tract,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U173,203,U173,U173: Barium swallow,U17,U17: Diagnostic imaging of digestive tract,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U174,8,U174,U174: Barium enema,U17,U17: Diagnostic imaging of digestive tract,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U175,812,U175,U175: Computed tomography of colon,U17,U17: Diagnostic imaging of digestive tract,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.4,Live
U176,6,U176,U176: Patency capsule examination,U17,U17: Diagnostic imaging of digestive tract,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.6,Live
U177,56,U177,U177: Wireless capsule endoscopy of digestive tract,U17,U17: Diagnostic imaging of digestive tract,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.10,Live
U178,6,U178,U178: Other specified diagnostic imaging of digestive tract,U17,U17: Diagnostic imaging of digestive tract,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U183,2,U183,U183: Mammography,U18,U18: Diagnostic imaging of breast,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.6,Live
U191,3793,U191,U191: Implantation of electrocardiography loop recorder,U19,U19: Diagnostic electrocardiography,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U192,296,U192,U192: 24 hour ambulatory electrocardiography,U19,U19: Diagnostic electrocardiography,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U193,14,U193,U193: 48 hour ambulatory electrocardiography,U19,U19: Diagnostic electrocardiography,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U194,3,U194,U194: Exercise electrocardiography,U19,U19: Diagnostic electrocardiography,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U195,42,U195,U195: Holter extended electrocardiographic recording,U19,U19: Diagnostic electrocardiography,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U196,2,U196,U196: Cardiomemo electrocardiographic monitoring,U19,U19: Diagnostic electrocardiography,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U197,37,U197,U197: Removal of electrocardiography loop recorder,U19,U19: Diagnostic electrocardiography,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.4,Live
U198,68,U198,U198: Other specified diagnostic electrocardiography,U19,U19: Diagnostic electrocardiography,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U199,201,U199,U199: Unspecified diagnostic electrocardiography,U19,U19: Diagnostic electrocardiography,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
T102,17,T102,T102: Endoscopic pleurodesis using talc,T10,T10: Therapeutic endoscopic operations on pleura,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T103,3,T103,T103: Endoscopic pleurodesis NEC,T10,T10: Therapeutic endoscopic operations on pleura,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T108,2,T108,T108: Other specified therapeutic endoscopic operations on pleura,T10,T10: Therapeutic endoscopic operations on pleura,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T528,2,T528,T528: Other specified excision of other fascia,T52,T52: Excision of other fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T531,2,T531,T531: Excision of lesion of fascia,T53,T53: Extirpation of lesion of fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T541,1,T541,T541: Division of palmar fascia NEC,T54,T54: Division of fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T548,3,T548,T548: Other specified division of fascia,T54,T54: Division of fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T549,13,T549,T549: Unspecified division of fascia,T54,T54: Division of fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T552,8,T552,T552: Release fasciotomy of forearm,T55,T55: Release of fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T553,3,T553,T553: Release fasciotomy of thigh,T55,T55: Release of fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T554,9,T554,T554: Release fasciotomy of anterior compartment of lower leg,T55,T55: Release of fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T555,4,T555,T555: Release fasciotomy of posterior compartment of lower leg,T55,T55: Release of fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T556,7,T556,T556: Release fasciotomy of leg NEC,T55,T55: Release of fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T562,1,T562,T562: Revision of dermofasciectomy,T56,T56: Other excision of other fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.4,Live
T572,1,T572,T572: Biopsy of lesion of fascia,T57,T57: Other operations on fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T573,3,T573,T573: Repair of fascia,T57,T57: Other operations on fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T575,15,T575,T575: Injection of therapeutic substance into fascia,T57,T57: Other operations on fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.9,Live
T578,13,T578,T578: Other specified other operations on fascia,T57,T57: Other operations on fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T611,3,T611,T611: Aspiration of ganglion,T61,T61: Other operations on ganglion,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.7,Live
T863,6,T863,T863: Sampling of supraclavicular lymph nodes,T86,T86: Sampling of lymph nodes,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
T867,5,T867,T867: Sampling of inguinal lymph nodes,T86,T86: Sampling of lymph nodes,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
T868,2,T868,T868: Other specified sampling of lymph nodes,T86,T86: Sampling of lymph nodes,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
T871,9,T871,T871: Excision or biopsy of scalene lymph node,T87,T87: Excision or biopsy of lymph node,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
T872,248,T872,T872: Excision or biopsy of cervical lymph node NEC,T87,T87: Excision or biopsy of lymph node,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
T873,285,T873,T873: Excision or biopsy of axillary lymph node,T87,T87: Excision or biopsy of lymph node,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
T874,10,T874,T874: Excision or biopsy of mediastinal lymph node,T87,T87: Excision or biopsy of lymph node,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
T875,29,T875,T875: Excision or biopsy of para-aortic lymph node,T87,T87: Excision or biopsy of lymph node,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
S663,29,S663,S663: Incision of nail bed,S66,S66: Other operations on nail bed,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S668,54,S668,S668: Other specified other operations on nail bed,S66,S66: Other operations on nail bed,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S681,116,S681,S681: Total excision of nail,S68,S68: Excision of nail,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S682,4,S682,S682: Excision of wedge of nail,S68,S68: Excision of nail,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S683,28,S683,S683: Partial excision of nail NEC,S68,S68: Excision of nail,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S688,7,S688,S688: Other specified excision of nail,S68,S68: Excision of nail,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S689,19,S689,S689: Unspecified excision of nail,S68,S68: Excision of nail,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S701,230,S701,S701: Avulsion of nail,S70,S70: Other operations on nail,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S702,5,S702,S702: Incision of nail,S70,S70: Other operations on nail,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S703,3,S703,S703: Removal of foreign body from nail,S70,S70: Other operations on nail,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S708,19,S708,S708: Other specified other operations on nail,S70,S70: Other operations on nail,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
T013,2,T013,T013: Excision of lesion of chest wall,T01,T01: Partial excision of chest wall,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T419,1,T419,T419: Unspecified other open operations on peritoneum,T41,T41: Other open operations on peritoneum,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.2,Live
T422,2,T422,T422: Endoscopic destruction of lesion of peritoneum,T42,T42: Therapeutic endoscopic operations on peritoneum,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.2,Live
T423,22,T423,T423: Endoscopic division of adhesions of peritoneum,T42,T42: Therapeutic endoscopic operations on peritoneum,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.2,Live
T424,1,T424,T424: Endoscopic removal of foreign body from peritoneum,T42,T42: Therapeutic endoscopic operations on peritoneum,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.2,Live
T428,2,T428,T428: Other specified therapeutic endoscopic operations on peritoneum,T42,T42: Therapeutic endoscopic operations on peritoneum,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.2,Live
T429,1,T429,T429: Unspecified therapeutic endoscopic operations on peritoneum,T42,T42: Therapeutic endoscopic operations on peritoneum,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.2,Live
T431,8,T431,T431: Diagnostic endoscopic examination of peritoneum and biopsy of lesion of peritoneum,T43,T43: Diagnostic endoscopic examination of peritoneum,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.2,Live
T432,3,T432,T432: Diagnostic endoscopic examination of peritoneum and biopsy of lesion of intra-abdominal organ NEC,T43,T43: Diagnostic endoscopic examination of peritoneum,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.2,Live
T438,6,T438,T438: Other specified diagnostic endoscopic examination of peritoneum,T43,T43: Diagnostic endoscopic examination of peritoneum,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.2,Live
T439,59,T439,T439: Unspecified diagnostic endoscopic examination of peritoneum,T43,T43: Diagnostic endoscopic examination of peritoneum,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.2,Live
T451,35,T451,T451: Image controlled percutaneous drainage of subphrenic abscess,T45,T45: Image controlled operations on abdominal cavity,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.2,Live
T452,91,T452,T452: Image controlled percutaneous drainage of pelvic abscess,T45,T45: Image controlled operations on abdominal cavity,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.2,Live
T453,214,T453,T453: Image controlled percutaneous drainage of abdominal abscess NEC,T45,T45: Image controlled operations on abdominal cavity,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.2,Live
T454,203,T454,T454: Image controlled percutaneous drainage of lesion of abdominal cavity NEC,T45,T45: Image controlled operations on abdominal cavity,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.5,Live
T458,50,T458,T458: Other specified image controlled operations on abdominal cavity,T45,T45: Image controlled operations on abdominal cavity,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.2,Live
T877,226,T877,T877: Excision or biopsy of inguinal lymph node,T87,T87: Excision or biopsy of lymph node,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
T878,86,T878,T878: Other specified excision or biopsy of lymph node,T87,T87: Excision or biopsy of lymph node,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
T879,10,T879,T879: Unspecified excision or biopsy of lymph node,T87,T87: Excision or biopsy of lymph node,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
T881,8,T881,T881: Drainage of lesion of cervical lymph node,T88,T88: Drainage of lesion of lymph node,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
T882,2,T882,T882: Drainage of lesion of axillary lymph node,T88,T88: Drainage of lesion of lymph node,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
T883,4,T883,T883: Drainage of lesion of inguinal lymph node,T88,T88: Drainage of lesion of lymph node,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
T888,1,T888,T888: Other specified drainage of lesion of lymph node,T88,T88: Drainage of lesion of lymph node,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
T898,1,T898,T898: Other specified operations on lymphatic duct,T89,T89: Operations on lymphatic duct,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
T911,1,T911,T911: Biopsy of sentinel lymph node NEC,T91,T91: Operations on sentinel lymph node,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.3,Live
T912,1,T912,T912: Scanning of sentinel lymph node,T91,T91: Operations on sentinel lymph node,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.3,Live
T928,2,T928,T928: Other specified other operations on lymphatic tissue,T92,T92: Other operations on lymphatic tissue,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
U268,4,U268,U268: Other specified diagnostic testing of genitourinary system,U26,U26: Diagnostic testing of genitourinary system,U22-U41,U22-U41: Diagnostic tests,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U291,2,U291,U291: Insulin stress test of anterior pituitary function,U29,U29: Diagnostic endocrinology,U22-U41,U22-U41: Diagnostic tests,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U292,1,U292,U292: Insulin secretion glucagon test,U29,U29: Diagnostic endocrinology,U22-U41,U22-U41: Diagnostic tests,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U293,12,U293,U293: Glucose tolerance test,U29,U29: Diagnostic endocrinology,U22-U41,U22-U41: Diagnostic tests,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U294,2,U294,U294: Water deprivation test,U29,U29: Diagnostic endocrinology,U22-U41,U22-U41: Diagnostic tests,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U295,4,U295,U295: Adrenal suppression test,U29,U29: Diagnostic endocrinology,U22-U41,U22-U41: Diagnostic tests,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U297,824,U297,U297: Short synacthen test,U29,U29: Diagnostic endocrinology,U22-U41,U22-U41: Diagnostic tests,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.5,Live
U298,92,U298,U298: Other specified diagnostic endocrinology,U29,U29: Diagnostic endocrinology,U22-U41,U22-U41: Diagnostic tests,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U299,1,U299,U299: Unspecified diagnostic endocrinology,U29,U29: Diagnostic endocrinology,U22-U41,U22-U41: Diagnostic tests,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U301,11,U301,U301: Tilt table testing,U30,U30: Autonomic cardiovascular testing,U22-U41,U22-U41: Diagnostic tests,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U302,3,U302,U302: Carotid sinus massage test,U30,U30: Autonomic cardiovascular testing,U22-U41,U22-U41: Diagnostic tests,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.6,Live
U308,4,U308,U308: Other specified autonomic cardiovascular testing,U30,U30: Autonomic cardiovascular testing,U22-U41,U22-U41: Diagnostic tests,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U309,1,U309,U309: Unspecified autonomic cardiovascular testing,U30,U30: Autonomic cardiovascular testing,U22-U41,U22-U41: Diagnostic tests,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U311,37,U311,U311: Distant pacemaker test,U31,U31: Pacemaker testing,U22-U41,U22-U41: Diagnostic tests,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
T459,7,T459,T459: Unspecified image controlled operations on abdominal cavity,T45,T45: Image controlled operations on abdominal cavity,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.2,Live
T461,511,T461,T461: Paracentesis abdominis for ascites,T46,T46: Other drainage of peritoneal cavity,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.2,Live
T462,4239,T462,T462: Drainage of ascites NEC,T46,T46: Other drainage of peritoneal cavity,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.2,Live
T463,104,T463,T463: Irrigation of peritoneal cavity,T46,T46: Other drainage of peritoneal cavity,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.2,Live
T468,78,T468,T468: Other specified other drainage of peritoneal cavity,T46,T46: Other drainage of peritoneal cavity,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.2,Live
T469,29,T469,T469: Unspecified other drainage of peritoneal cavity,T46,T46: Other drainage of peritoneal cavity,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.2,Live
T483,4,T483,T483: Introduction of therapeutic substance into peritoneal cavity,T48,T48: Other operations on peritoneum,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.2,Live
T488,4,T488,T488: Other specified other operations on peritoneum,T48,T48: Other operations on peritoneum,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.2,Live
T521,1,T521,T521: Palmar fasciectomy,T52,T52: Excision of other fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T523,1,T523,T523: Plantar fasciectomy,T52,T52: Excision of other fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T773,5,T773,T773: Partial excision of muscle NEC,T77,T77: Excision of muscle,"T76-T77, T79-T81, T83","T76-T77, T79-T81, T83: Muscle",T,T: Soft Tissue,4.2,Live
T774,39,T774,T774: Debridement of muscle NEC,T77,T77: Excision of muscle,"T76-T77, T79-T81, T83","T76-T77, T79-T81, T83: Muscle",T,T: Soft Tissue,4.2,Live
T791,16,T791,T791: Plastic repair of rotator cuff of shoulder NEC,T79,T79: Repair of muscle,"T76-T77, T79-T81, T83","T76-T77, T79-T81, T83: Muscle",T,T: Soft Tissue,4.2,Live
T794,5,T794,T794: Plastic repair of multiple tears of rotator cuff of shoulder,T79,T79: Repair of muscle,"T76-T77, T79-T81, T83","T76-T77, T79-T81, T83: Muscle",T,T: Soft Tissue,4.5,Live
T798,35,T798,T798: Other specified repair of muscle,T79,T79: Repair of muscle,"T76-T77, T79-T81, T83","T76-T77, T79-T81, T83: Muscle",T,T: Soft Tissue,4.2,Live
T799,13,T799,T799: Unspecified repair of muscle,T79,T79: Repair of muscle,"T76-T77, T79-T81, T83","T76-T77, T79-T81, T83: Muscle",T,T: Soft Tissue,4.2,Live
T808,1,T808,T808: Other specified release of contracture of muscle,T80,T80: Release of contracture of muscle,"T76-T77, T79-T81, T83","T76-T77, T79-T81, T83: Muscle",T,T: Soft Tissue,4.2,Live
T811,15,T811,T811: Percutaneous biopsy of muscle,T81,T81: Biopsy of muscle,"T76-T77, T79-T81, T83","T76-T77, T79-T81, T83: Muscle",T,T: Soft Tissue,4.2,Live
T812,1,T812,T812: Biopsy of neuromuscular junction,T81,T81: Biopsy of muscle,"T76-T77, T79-T81, T83","T76-T77, T79-T81, T83: Muscle",T,T: Soft Tissue,4.2,Live
T813,3,T813,T813: Biopsy of lesion of muscle NEC,T81,T81: Biopsy of muscle,"T76-T77, T79-T81, T83","T76-T77, T79-T81, T83: Muscle",T,T: Soft Tissue,4.2,Live
T818,4,T818,T818: Other specified biopsy of muscle,T81,T81: Biopsy of muscle,"T76-T77, T79-T81, T83","T76-T77, T79-T81, T83: Muscle",T,T: Soft Tissue,4.2,Live
T819,5,T819,T819: Unspecified biopsy of muscle,T81,T81: Biopsy of muscle,"T76-T77, T79-T81, T83","T76-T77, T79-T81, T83: Muscle",T,T: Soft Tissue,4.2,Live
T821,1,T821,T821: Revision of repair of tendon,T82,T82: Operations on tendon,"T64-T75, T78, T82","T64-T75, T78, T82: Tendon",T,T: Soft Tissue,4.10,Live
T831,5,T831,T831: Destruction of lesion of muscle,T83,T83: Other operations on muscle,"T76-T77, T79-T81, T83","T76-T77, T79-T81, T83: Muscle",T,T: Soft Tissue,4.2,Live
T832,1,T832,T832: Division of muscle,T83,T83: Other operations on muscle,"T76-T77, T79-T81, T83","T76-T77, T79-T81, T83: Muscle",T,T: Soft Tissue,4.2,Live
T834,1,T834,T834: Exploration of muscle,T83,T83: Other operations on muscle,"T76-T77, T79-T81, T83","T76-T77, T79-T81, T83: Muscle",T,T: Soft Tissue,4.2,Live
T838,115,T838,T838: Other specified other operations on muscle,T83,T83: Other operations on muscle,"T76-T77, T79-T81, T83","T76-T77, T79-T81, T83: Muscle",T,T: Soft Tissue,4.2,Live
S442,84,S442,S442: Removal of metal from skin NEC,S44,S44: Removal of other inorganic substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S443,46,S443,S443: Removal of glass from skin of head or neck,S44,S44: Removal of other inorganic substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S444,90,S444,S444: Removal of glass from skin NEC,S44,S44: Removal of other inorganic substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S445,19,S445,S445: Removal of inorganic foreign body from skin of head or neck NEC,S44,S44: Removal of other inorganic substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S446,42,S446,S446: Removal of inorganic foreign body from skin NEC,S44,S44: Removal of other inorganic substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S451,1,S451,S451: Removal of dirt from skin of head or neck,S45,S45: Removal of other substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S452,7,S452,S452: Removal of dirt from skin NEC,S45,S45: Removal of other substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S453,11,S453,S453: Removal of organic material from skin of head or neck NEC,S45,S45: Removal of other substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S454,100,S454,S454: Removal of organic material from skin NEC,S45,S45: Removal of other substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S455,28,S455,S455: Removal of foreign body from skin of head or neck NEC,S45,S45: Removal of other substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S456,120,S456,S456: Removal of foreign body from skin NEC,S45,S45: Removal of other substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S471,434,S471,S471: Drainage of lesion of skin of head or neck,S47,S47: Opening of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
T198,1,T198,T198: Other specified simple excision of inguinal hernial sac,T19,T19: Simple excision of inguinal hernial sac,"T19-T32, T97-T98","T19-T32, T97-T98: Abdominal wall",T,T: Soft Tissue,4.2,Live
T201,2,T201,T201: Primary repair of inguinal hernia using insert of natural material,T20,T20: Primary repair of inguinal hernia,"T19-T32, T97-T98","T19-T32, T97-T98: Abdominal wall",T,T: Soft Tissue,4.2,Live
T202,35,T202,T202: Primary repair of inguinal hernia using insert of prosthetic material,T20,T20: Primary repair of inguinal hernia,"T19-T32, T97-T98","T19-T32, T97-T98: Abdominal wall",T,T: Soft Tissue,4.2,Live
T203,12,T203,T203: Primary repair of inguinal hernia using sutures,T20,T20: Primary repair of inguinal hernia,"T19-T32, T97-T98","T19-T32, T97-T98: Abdominal wall",T,T: Soft Tissue,4.2,Live
T209,1,T209,T209: Unspecified primary repair of inguinal hernia,T20,T20: Primary repair of inguinal hernia,"T19-T32, T97-T98","T19-T32, T97-T98: Abdominal wall",T,T: Soft Tissue,4.2,Live
T212,10,T212,T212: Repair of recurrent inguinal hernia using insert of prosthetic material,T21,T21: Repair of recurrent inguinal hernia,"T19-T32, T97-T98","T19-T32, T97-T98: Abdominal wall",T,T: Soft Tissue,4.2,Live
T213,2,T213,T213: Repair of recurrent inguinal hernia using sutures,T21,T21: Repair of recurrent inguinal hernia,"T19-T32, T97-T98","T19-T32, T97-T98: Abdominal wall",T,T: Soft Tissue,4.2,Live
T214,3,T214,T214: Removal of prosthetic material from previous repair of inguinal hernia,T21,T21: Repair of recurrent inguinal hernia,"T19-T32, T97-T98","T19-T32, T97-T98: Abdominal wall",T,T: Soft Tissue,4.2,Live
T222,15,T222,T222: Primary repair of femoral hernia using insert of prosthetic material,T22,T22: Primary repair of femoral hernia,"T19-T32, T97-T98","T19-T32, T97-T98: Abdominal wall",T,T: Soft Tissue,4.2,Live
T223,26,T223,T223: Primary repair of femoral hernia using sutures,T22,T22: Primary repair of femoral hernia,"T19-T32, T97-T98","T19-T32, T97-T98: Abdominal wall",T,T: Soft Tissue,4.2,Live
T229,1,T229,T229: Unspecified primary repair of femoral hernia,T22,T22: Primary repair of femoral hernia,"T19-T32, T97-T98","T19-T32, T97-T98: Abdominal wall",T,T: Soft Tissue,4.2,Live
T233,3,T233,T233: Repair of recurrent femoral hernia using sutures,T23,T23: Repair of recurrent femoral hernia,"T19-T32, T97-T98","T19-T32, T97-T98: Abdominal wall",T,T: Soft Tissue,4.2,Live
