First_Procedure_Code,falls_count,OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
W911,30,W911,W911: Manipulation of joint using traction NEC,W91,W91: Other manipulation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W913,10,W913,W913: Manipulation of prosthetic joint NEC,W91,W91: Other manipulation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.6,Live
W918,16,W918,W918: Other specified other manipulation of joint,W91,W91: Other manipulation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W919,91,W919,W919: Unspecified other manipulation of joint,W91,W91: Other manipulation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W923,11,W923,W923: Examination of joint under image intensifier,W92,W92: Other operations on joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W924,28,W924,W924: Examination of joint under anaesthetic,W92,W92: Other operations on joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W928,1,W928,W928: Other specified other operations on joint,W92,W92: Other operations on joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
X481,6248,X481,X481: Application of plaster cast,X48,X48: Immobilisation using plaster cast,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
X482,387,X482,X482: Change of plaster cast,X48,X48: Immobilisation using plaster cast,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.2,Live
V241,14,V241,V241: Primary decompression of thoracic spinal cord and fusion of joint of thoracic spine,V24,V24: Decompression operations on thoracic spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V242,9,V242,V242: Primary decompression of thoracic spinal cord NEC,V24,V24: Decompression operations on thoracic spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V244,1,V244,V244: Primary anterior corpectomy of thoracic spine and reconstruction HFQ,V24,V24: Decompression operations on thoracic spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.3,Live
V246,11,V246,V246: Primary posterior laminectomy decompression of thoracic spine,V24,V24: Decompression operations on thoracic spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.9,Live
V251,1,V251,V251: Primary extended decompression of lumbar spine and intertransverse fusion of joint of lumbar spine,V25,V25: Primary decompression operations on lumbar spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V252,1,V252,V252: Primary extended decompression of lumbar spine NEC,V25,V25: Primary decompression operations on lumbar spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V253,5,V253,V253: Primary posterior decompression of lumbar spine and intertransverse fusion of joint of lumbar spine,V25,V25: Primary decompression operations on lumbar spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V254,13,V254,V254: Primary posterior laminectomy decompression of lumbar spine,V25,V25: Primary decompression operations on lumbar spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V255,12,V255,V255: Primary posterior decompression of lumbar spine NEC,V25,V25: Primary decompression operations on lumbar spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V256,1,V256,V256: Primary lateral foraminotomy of lumbar spine,V25,V25: Primary decompression operations on lumbar spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V257,3,V257,V257: Primary anterior corpectomy of lumbar spine and reconstruction HFQ,V25,V25: Primary decompression operations on lumbar spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.4,Live
V258,1,V258,V258: Other specified primary decompression operations on lumbar spine,V25,V25: Primary decompression operations on lumbar spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V259,3,V259,V259: Unspecified primary decompression operations on lumbar spine,V25,V25: Primary decompression operations on lumbar spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V472,10,V472,V472: Biopsy of thoracic vertebra,V47,V47: Biopsy of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V473,5,V473,V473: Biopsy of lumbar vertebra,V47,V47: Biopsy of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V478,1,V478,V478: Other specified biopsy of spine,V47,V47: Biopsy of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V485,1,V485,V485: Radiofrequency controlled thermal denervation of spinal facet joint of lumbar vertebra,V48,V48: Denervation of spinal facet joint of vertebra,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V501,1,V501,V501: Manipulation of spine using traction,V50,V50: Manipulation of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V508,1,V508,V508: Other specified manipulation of spine,V50,V50: Manipulation of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
W132,1,W132,W132: Displacement osteotomy,W13,W13: Other periarticular division of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W146,2,W146,W146: Rotation diaphyseal osteotomy NEC,W14,W14: Diaphyseal division of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W161,1,W161,W161: Multiple osteotomy and internal fixation HFQ,W16,W16: Other division of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
O401,245,O401,O401: Primary reverse polarity hybrid prosthetic replacement of shoulder joint using cement,O40,O40: Reverse polarity hybrid prosthetic replacement of shoulder joint using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.9,Live
P209,1,P209,P209: Unspecified extirpation of lesion of vagina,P20,P20: Extirpation of lesion of vagina,P14-P32,P14-P32: Vagina,P,P: Lower Female Genital Tract,4.2,Live
Q173,1,Q173,Q173: Endoscopic cryotherapy to lesion of uterus,Q17,Q17: Therapeutic endoscopic operations on uterus,"Q01-Q21, Q58","Q01-Q21, Q58: Uterus",Q,Q: Upper Female Genital Tract,4.2,Live
Q181,6,Q181,Q181: Diagnostic endoscopic examination of uterus and biopsy of lesion of uterus,Q18,Q18: Diagnostic endoscopic examination of uterus,"Q01-Q21, Q58","Q01-Q21, Q58: Uterus",Q,Q: Upper Female Genital Tract,4.2,Live
Q474,1,Q474,Q474: Open drainage of cyst of ovary,Q47,Q47: Other open operations on ovary,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
Q493,1,Q493,Q493: Endoscopic drainage of cyst of ovary,Q49,Q49: Therapeutic endoscopic operations on ovary,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.2,Live
Q511,1,Q511,Q511: Transvaginal ultrasound guided aspiration of ovarian cyst,Q51,Q51: Other operations on ovary,Q43-Q57,Q43-Q57: Ovary and broad ligament,Q,Q: Upper Female Genital Tract,4.4,Live
S089,2,S089,S089: Unspecified curettage of lesion of skin,S08,S08: Curettage of lesion of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S101,1,S101,S101: Cauterisation of lesion of skin of head or neck NEC,S10,S10: Other destruction of lesion of skin of head or neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S102,1,S102,S102: Cryotherapy to lesion of skin of head or neck,S10,S10: Other destruction of lesion of skin of head or neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S118,1,S118,S118: Other specified other destruction of lesion of skin of other site,S11,S11: Other destruction of lesion of skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S131,14,S131,S131: Punch biopsy of lesion of skin of head or neck,S13,S13: Punch biopsy of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S132,33,S132,S132: Punch biopsy of lesion of skin NEC,S13,S13: Punch biopsy of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S138,2,S138,S138: Other specified punch biopsy of skin,S13,S13: Punch biopsy of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S141,1,S141,S141: Shave biopsy of lesion of skin of head or neck,S14,S14: Shave biopsy of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S142,1,S142,S142: Shave biopsy of lesion of skin NEC,S14,S14: Shave biopsy of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S151,3,S151,S151: Biopsy of lesion of skin of head or neck NEC,S15,S15: Other biopsy of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S152,8,S152,S152: Biopsy of lesion of skin NEC,S15,S15: Other biopsy of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S159,1,S159,S159: Unspecified other biopsy of skin,S15,S15: Other biopsy of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S401,12,S401,S401: Tape closure of skin NEC,S40,S40: Other closure of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.3,Live
S402,15,S402,S402: Tissue adhesive closure of skin NEC,S40,S40: Other closure of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.3,Live
S403,6,S403,S403: Tape closure of skin of head or neck,S40,S40: Other closure of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.4,Live
S404,27,S404,S404: Tissue adhesive closure of skin of head or neck,S40,S40: Other closure of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.4,Live
S408,7,S408,S408: Other specified other closure of skin,S40,S40: Other closure of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.3,Live
S411,716,S411,S411: Primary suture of skin of head or neck NEC,S41,S41: Suture of skin of head or neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S412,2,S412,S412: Delayed primary suture of skin of head or neck,S41,S41: Suture of skin of head or neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
W164,27,W164,W164: Osteotomy and internal fixation NEC,W16,W16: Other division of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W165,7,W165,W165: Osteotomy and external fixation NEC,W16,W16: Other division of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W168,3,W168,W168: Other specified other division of bone,W16,W16: Other division of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W169,3,W169,W169: Unspecified other division of bone,W16,W16: Other division of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W174,2,W174,W174: Shortening of bone,W17,W17: Other reconstruction of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W175,1,W175,W175: Revision of reconstruction of bone,W17,W17: Other reconstruction of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W398,1,W398,W398: Other specified other total prosthetic replacement of hip joint,W39,W39: Other total prosthetic replacement of hip joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W399,7,W399,W399: Unspecified other total prosthetic replacement of hip joint,W39,W39: Other total prosthetic replacement of hip joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W401,349,W401,W401: Primary total prosthetic replacement of knee joint using cement,W40,W40: Total prosthetic replacement of knee joint using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W402,2,W402,W402: Conversion to total prosthetic replacement of knee joint using cement,W40,W40: Total prosthetic replacement of knee joint using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W403,13,W403,W403: Revision of total prosthetic replacement of knee joint using cement,W40,W40: Total prosthetic replacement of knee joint using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W404,6,W404,W404: Revision of one component of total prosthetic replacement of knee joint using cement,W40,W40: Total prosthetic replacement of knee joint using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.3,Live
W411,14,W411,W411: Primary total prosthetic replacement of knee joint not using cement,W41,W41: Total prosthetic replacement of knee joint not using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W421,11,W421,W421: Primary total prosthetic replacement of knee joint NEC,W42,W42: Other total prosthetic replacement of knee joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W422,1,W422,W422: Conversion to total prosthetic replacement of knee joint NEC,W42,W42: Other total prosthetic replacement of knee joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W423,1,W423,W423: Revision of total prosthetic replacement of knee joint NEC,W42,W42: Other total prosthetic replacement of knee joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W424,1,W424,W424: Attention to total prosthetic replacement of knee joint NEC,W42,W42: Other total prosthetic replacement of knee joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W425,2,W425,W425: Revision of one component of total prosthetic replacement of knee joint NEC,W42,W42: Other total prosthetic replacement of knee joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.3,Live
W426,1,W426,W426: Arthrolysis of total prosthetic replacement of knee joint,W42,W42: Other total prosthetic replacement of knee joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.5,Live
W431,28,W431,W431: Primary total prosthetic replacement of joint using cement NEC,W43,W43: Total prosthetic replacement of other joint using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W441,6,W441,W441: Primary total prosthetic replacement of joint not using cement NEC,W44,W44: Total prosthetic replacement of other joint not using cement,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W611,1,W611,W611: Primary arthrodesis and articular bone graft NEC,W61,W61: Fusion of other joint and other articular bone graft,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W621,5,W621,W621: Primary arthrodesis and internal fixation of joint NEC,W62,W62: Other primary fusion of other joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W622,1,W622,W622: Primary arthrodesis and external fixation of joint NEC,W62,W62: Other primary fusion of other joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
S413,1,S413,S413: Secondary suture of skin of head or neck,S41,S41: Suture of skin of head or neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S414,2,S414,S414: Resuture of skin of head or neck,S41,S41: Suture of skin of head or neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S418,2,S418,S418: Other specified suture of skin of head or neck,S41,S41: Suture of skin of head or neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S419,23,S419,S419: Unspecified suture of skin of head or neck,S41,S41: Suture of skin of head or neck,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S421,368,S421,S421: Primary suture of skin NEC,S42,S42: Suture of skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S422,5,S422,S422: Delayed primary suture of skin NEC,S42,S42: Suture of skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S424,1,S424,S424: Resuture of skin NEC,S42,S42: Suture of skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S428,4,S428,S428: Other specified suture of skin of other site,S42,S42: Suture of skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S429,15,S429,S429: Unspecified suture of skin of other site,S42,S42: Suture of skin of other site,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S431,5,S431,S431: Removal of clip from skin of head or neck,S43,S43: Removal of repair material from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S432,7,S432,S432: Removal of clip from skin NEC,S43,S43: Removal of repair material from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S433,18,S433,S433: Removal of suture from skin of head or neck,S43,S43: Removal of repair material from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S434,11,S434,S434: Removal of suture from skin NEC,S43,S43: Removal of repair material from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S438,4,S438,S438: Other specified removal of repair material from skin,S43,S43: Removal of repair material from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S442,2,S442,S442: Removal of metal from skin NEC,S44,S44: Removal of other inorganic substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S443,2,S443,S443: Removal of glass from skin of head or neck,S44,S44: Removal of other inorganic substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S444,1,S444,S444: Removal of glass from skin NEC,S44,S44: Removal of other inorganic substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S445,1,S445,S445: Removal of inorganic foreign body from skin of head or neck NEC,S44,S44: Removal of other inorganic substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S446,1,S446,S446: Removal of inorganic foreign body from skin NEC,S44,S44: Removal of other inorganic substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S452,1,S452,S452: Removal of dirt from skin NEC,S45,S45: Removal of other substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S456,3,S456,S456: Removal of foreign body from skin NEC,S45,S45: Removal of other substance from skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S471,14,S471,S471: Drainage of lesion of skin of head or neck,S47,S47: Opening of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
T121,3,T121,T121: Drainage of lesion of pleura NEC,T12,T12: Puncture of pleura,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T122,44,T122,T122: Drainage of pleural cavity NEC,T12,T12: Puncture of pleura,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T123,108,T123,T123: Aspiration of pleural cavity,T12,T12: Puncture of pleura,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T124,129,T124,T124: Insertion of tube drain into pleural cavity,T12,T12: Puncture of pleura,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
W629,1,W629,W629: Unspecified other primary fusion of other joint,W62,W62: Other primary fusion of other joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W641,2,W641,W641: Conversion to arthrodesis and internal fixation NEC,W64,W64: Conversion to fusion of other joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W651,5,W651,W651: Primary open reduction of fracture dislocation of joint and skeletal traction HFQ,W65,W65: Primary open reduction of traumatic dislocation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W652,2,W652,W652: Primary open reduction of traumatic dislocation of joint and skeletal traction NEC,W65,W65: Primary open reduction of traumatic dislocation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W653,59,W653,W653: Primary open reduction of fracture dislocation of joint NEC,W65,W65: Primary open reduction of traumatic dislocation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W654,616,W654,W654: Primary open reduction of fracture dislocation of joint and internal fixation NEC,W65,W65: Primary open reduction of traumatic dislocation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.3,Live
W655,11,W655,W655: Primary open reduction of fracture dislocation of joint and combined internal and external fixation,W65,W65: Primary open reduction of traumatic dislocation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.3,Live
W658,3,W658,W658: Other specified primary open reduction of traumatic dislocation of joint,W65,W65: Primary open reduction of traumatic dislocation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W659,7,W659,W659: Unspecified primary open reduction of traumatic dislocation of joint,W65,W65: Primary open reduction of traumatic dislocation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W661,144,W661,W661: Primary closed reduction of fracture dislocation of joint and skeletal traction HFQ,W66,W66: Primary closed reduction of traumatic dislocation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W662,33,W662,W662: Primary closed reduction of traumatic dislocation of joint and skeletal traction NEC,W66,W66: Primary closed reduction of traumatic dislocation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W663,2386,W663,W663: Primary manipulative closed reduction of fracture dislocation of joint NEC,W66,W66: Primary closed reduction of traumatic dislocation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W664,126,W664,W664: Primary closed reduction of fracture dislocation of joint and internal fixation,W66,W66: Primary closed reduction of traumatic dislocation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.5,Live
W668,10,W668,W668: Other specified primary closed reduction of traumatic dislocation of joint,W66,W66: Primary closed reduction of traumatic dislocation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W669,353,W669,W669: Unspecified primary closed reduction of traumatic dislocation of joint,W66,W66: Primary closed reduction of traumatic dislocation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W671,3,W671,W671: Secondary open reduction of fracture dislocation of joint and skeletal traction HFQ,W67,W67: Secondary reduction of traumatic dislocation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W672,2,W672,W672: Secondary open reduction of traumatic dislocation of joint and skeletal traction NEC,W67,W67: Secondary reduction of traumatic dislocation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W931,471,W931,W931: Primary hybrid prosthetic replacement of hip joint using cemented acetabular component,W93,W93: Hybrid prosthetic replacement of hip joint using cemented acetabular component,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.3,Live
W932,5,W932,W932: Conversion to hybrid prosthetic replacement of hip joint using cemented acetabular component,W93,W93: Hybrid prosthetic replacement of hip joint using cemented acetabular component,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.3,Live
W933,3,W933,W933: Revision of hybrid prosthetic replacement of hip joint using cemented acetabular component,W93,W93: Hybrid prosthetic replacement of hip joint using cemented acetabular component,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.3,Live
W941,8265,W941,W941: Primary hybrid prosthetic replacement of hip joint using cemented femoral component,W94,W94: Hybrid prosthetic replacement of hip joint using cemented femoral component,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.3,Live
T125,8,T125,T125: Attention to tube drain into pleural cavity,T12,T12: Puncture of pleura,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.7,Live
T126,1,T126,T126: Insertion of tunnelled catheter into pleural cavity,T12,T12: Puncture of pleura,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.9,Live
T129,1,T129,T129: Unspecified puncture of pleura,T12,T12: Puncture of pleura,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T141,2,T141,T141: Percutaneous biopsy of lesion of pleura,T14,T14: Other operations on pleura,T01-T17,T01-T17: Chest wall pleura and diaphragm,T,T: Soft Tissue,4.2,Live
T528,1,T528,T528: Other specified excision of other fascia,T52,T52: Excision of other fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T552,1,T552,T552: Release fasciotomy of forearm,T55,T55: Release of fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T575,9,T575,T575: Injection of therapeutic substance into fascia,T57,T57: Other operations on fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.9,Live
T578,4,T578,T578: Other specified other operations on fascia,T57,T57: Other operations on fascia,T50-T62,T50-T62: Fascia ganglion and bursa,T,T: Soft Tissue,4.2,Live
T872,6,T872,T872: Excision or biopsy of cervical lymph node NEC,T87,T87: Excision or biopsy of lymph node,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
T873,13,T873,T873: Excision or biopsy of axillary lymph node,T87,T87: Excision or biopsy of lymph node,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
T875,1,T875,T875: Excision or biopsy of para-aortic lymph node,T87,T87: Excision or biopsy of lymph node,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
T877,9,T877,T877: Excision or biopsy of inguinal lymph node,T87,T87: Excision or biopsy of lymph node,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
T878,5,T878,T878: Other specified excision or biopsy of lymph node,T87,T87: Excision or biopsy of lymph node,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
U329,2,U329,U329: Unspecified diagnostic blood tests,U32,U32: Diagnostic blood tests,U22-U41,U22-U41: Diagnostic tests,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U351,4,U351,U351: Thermography of blood flow,U35,U35: Other diagnostic imaging of vascular system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.4,Live
U353,2,U353,U353: Transcranial Doppler ultrasound velocimetry,U35,U35: Other diagnostic imaging of vascular system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.6,Live
U354,5568,U354,U354: Computed tomography of pulmonary arteries,U35,U35: Other diagnostic imaging of vascular system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.6,Live
U355,289,U355,U355: Computed tomography angiography NEC,U35,U35: Other diagnostic imaging of vascular system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.9,Live
U362,18,U362,U362: Positron emission tomography with computed tomography NEC,U36,U36: Other diagnostic imaging procedures,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.5,Live
U363,10,U363,U363: Single photon emission computed tomography with computed tomography NEC,U36,U36: Other diagnostic imaging procedures,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.5,Live
U364,1,U364,U364: Ultrasound elastography,U36,U36: Other diagnostic imaging procedures,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.6,Live
