First_Procedure_Code,amb_chronic_count,OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
S069,102,S069,S069: Unspecified other excision of lesion of skin,S06,S06: Other excision of lesion of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S081,2,S081,S081: Curettage and cauterisation of lesion of skin of head or neck,S08,S08: Curettage of lesion of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S082,2,S082,S082: Curettage and cauterisation of lesion of skin NEC,S08,S08: Curettage of lesion of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S088,3,S088,S088: Other specified curettage of lesion of skin,S08,S08: Curettage of lesion of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S352,10,S352,S352: Meshed split autograft of skin NEC,S35,S35: Split autograft of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S358,5,S358,S358: Other specified split autograft of skin,S35,S35: Split autograft of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S359,10,S359,S359: Unspecified split autograft of skin,S35,S35: Split autograft of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S372,1,S372,S372: Allograft of skin NEC,S37,S37: Other graft of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S374,1,S374,S374: Xenograft of skin NEC,S37,S37: Other graft of skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S608,18,S608,S608: Other specified other operations on skin,S60,S60: Other operations on skin,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S626,1,S626,S626: Insertion of diagnostic substance into subcutaneous tissue,S62,S62: Other operations on subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.4,Live
S627,34,S627,S627: Insertion of diagnostic device into subcutaneous tissue,S62,S62: Other operations on subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.7,Live
S628,8,S628,S628: Other specified other operations on subcutaneous tissue,S62,S62: Other operations on subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.2,Live
S631,1,S631,S631: Removal of diagnostic device from subcutaneous tissue,S63,S63: Operations on subcutaneous tissue,S01-S63,S01-S63: Skin or subcutaneous tissue,S,S: Skin,4.7,Live
S641,2,S641,S641: Excision of nail bed,S64,S64: Extirpation of nail bed,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S662,5,S662,S662: Repair of nail bed,S66,S66: Other operations on nail bed,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S663,1,S663,S663: Incision of nail bed,S66,S66: Other operations on nail bed,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S668,5,S668,S668: Other specified other operations on nail bed,S66,S66: Other operations on nail bed,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S681,11,S681,S681: Total excision of nail,S68,S68: Excision of nail,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S682,4,S682,S682: Excision of wedge of nail,S68,S68: Excision of nail,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S683,6,S683,S683: Partial excision of nail NEC,S68,S68: Excision of nail,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S689,1,S689,S689: Unspecified excision of nail,S68,S68: Excision of nail,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
S701,19,S701,S701: Avulsion of nail,S70,S70: Other operations on nail,S64-S70,S64-S70: Nail,S,S: Skin,4.2,Live
T342,2,T342,T342: Open drainage of pelvic abscess,T34,T34: Open drainage of peritoneum,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.2,Live
T343,3,T343,T343: Open drainage of abdominal abscess NEC,T34,T34: Open drainage of peritoneum,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.2,Live
T349,1,T349,T349: Unspecified open drainage of peritoneum,T34,T34: Open drainage of peritoneum,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.2,Live
T364,4,T364,T364: Biopsy of lesion of omentum,T36,T36: Operations on omentum,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.2,Live
T368,2,T368,T368: Other specified operations on omentum,T36,T36: Operations on omentum,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.2,Live
T374,1,T374,T374: Repair of mesentery of small intestine,T37,T37: Operations on mesentery of small intestine,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.2,Live
T383,1,T383,T383: Biopsy of lesion of mesentery of colon,T38,T38: Operations on mesentery of colon,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.2,Live
T411,1,T411,T411: Open biopsy of lesion of peritoneum NEC,T41,T41: Other open operations on peritoneum,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.2,Live
T412,1,T412,T412: Division of band of peritoneum,T41,T41: Other open operations on peritoneum,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.2,Live
T413,2,T413,T413: Freeing of adhesions of peritoneum NEC,T41,T41: Other open operations on peritoneum,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.2,Live
T415,1,T415,T415: Freeing of extensive adhesions of peritoneum,T41,T41: Other open operations on peritoneum,T33-T48,T33-T48: Peritoneum,T,T: Soft Tissue,4.3,Live
T673,2,T673,T673: Primary repair of tendon using permanent prosthesis,T67,T67: Primary repair of tendon,"T64-T75, T78, T82","T64-T75, T78, T82: Tendon",T,T: Soft Tissue,4.2,Live
T676,6,T676,T676: Primary simple repair of tendon,T67,T67: Primary repair of tendon,"T64-T75, T78, T82","T64-T75, T78, T82: Tendon",T,T: Soft Tissue,4.2,Live
T678,2,T678,T678: Other specified primary repair of tendon,T67,T67: Primary repair of tendon,"T64-T75, T78, T82","T64-T75, T78, T82: Tendon",T,T: Soft Tissue,4.2,Live
T702,1,T702,T702: Tenotomy NEC,T70,T70: Adjustment to length of tendon,"T64-T75, T78, T82","T64-T75, T78, T82: Tendon",T,T: Soft Tissue,4.2,Live
T705,11,T705,T705: Lengthening of tendon,T70,T70: Adjustment to length of tendon,"T64-T75, T78, T82","T64-T75, T78, T82: Tendon",T,T: Soft Tissue,4.2,Live
T723,2,T723,T723: Release of constriction of sheath of tendon,T72,T72: Other operations on sheath of tendon,"T64-T75, T78, T82","T64-T75, T78, T82: Tendon",T,T: Soft Tissue,4.2,Live
T724,1,T724,T724: Exploration of sheath of tendon,T72,T72: Other operations on sheath of tendon,"T64-T75, T78, T82","T64-T75, T78, T82: Tendon",T,T: Soft Tissue,4.2,Live
T728,4,T728,T728: Other specified other operations on sheath of tendon,T72,T72: Other operations on sheath of tendon,"T64-T75, T78, T82","T64-T75, T78, T82: Tendon",T,T: Soft Tissue,4.2,Live
T863,2,T863,T863: Sampling of supraclavicular lymph nodes,T86,T86: Sampling of lymph nodes,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
T871,1,T871,T871: Excision or biopsy of scalene lymph node,T87,T87: Excision or biopsy of lymph node,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
T872,44,T872,T872: Excision or biopsy of cervical lymph node NEC,T87,T87: Excision or biopsy of lymph node,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
T873,69,T873,T873: Excision or biopsy of axillary lymph node,T87,T87: Excision or biopsy of lymph node,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
T874,6,T874,T874: Excision or biopsy of mediastinal lymph node,T87,T87: Excision or biopsy of lymph node,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
T875,7,T875,T875: Excision or biopsy of para-aortic lymph node,T87,T87: Excision or biopsy of lymph node,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
T877,42,T877,T877: Excision or biopsy of inguinal lymph node,T87,T87: Excision or biopsy of lymph node,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
T878,15,T878,T878: Other specified excision or biopsy of lymph node,T87,T87: Excision or biopsy of lymph node,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
T879,2,T879,T879: Unspecified excision or biopsy of lymph node,T87,T87: Excision or biopsy of lymph node,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
T881,3,T881,T881: Drainage of lesion of cervical lymph node,T88,T88: Drainage of lesion of lymph node,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
T882,1,T882,T882: Drainage of lesion of axillary lymph node,T88,T88: Drainage of lesion of lymph node,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
T904,1,T904,T904: Lymphangiography of leg,T90,T90: Contrast radiology of lymphatic tissue,T85-T96,T85-T96: Lymphatic tissue,T,T: Soft Tissue,4.2,Live
U161,2,U161,U161: Hepatobiliary nuclear scan,U16,U16: Diagnostic imaging of hepatobiliary system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U162,861,U162,U162: Magnetic resonance cholangiopancreatography,U16,U16: Diagnostic imaging of hepatobiliary system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.4,Live
U168,1,U168,U168: Other specified diagnostic imaging of hepatobiliary system,U16,U16: Diagnostic imaging of hepatobiliary system,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U172,1,U172,U172: Selenium 75 homocholic acid taurine study,U17,U17: Diagnostic imaging of digestive tract,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U173,38,U173,U173: Barium swallow,U17,U17: Diagnostic imaging of digestive tract,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U174,2,U174,U174: Barium enema,U17,U17: Diagnostic imaging of digestive tract,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U175,310,U175,U175: Computed tomography of colon,U17,U17: Diagnostic imaging of digestive tract,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.4,Live
U176,6,U176,U176: Patency capsule examination,U17,U17: Diagnostic imaging of digestive tract,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.6,Live
U177,24,U177,U177: Wireless capsule endoscopy of digestive tract,U17,U17: Diagnostic imaging of digestive tract,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.10,Live
U178,2,U178,U178: Other specified diagnostic imaging of digestive tract,U17,U17: Diagnostic imaging of digestive tract,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U191,228,U191,U191: Implantation of electrocardiography loop recorder,U19,U19: Diagnostic electrocardiography,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U192,44,U192,U192: 24 hour ambulatory electrocardiography,U19,U19: Diagnostic electrocardiography,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U193,2,U193,U193: 48 hour ambulatory electrocardiography,U19,U19: Diagnostic electrocardiography,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U194,13,U194,U194: Exercise electrocardiography,U19,U19: Diagnostic electrocardiography,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U195,4,U195,U195: Holter extended electrocardiographic recording,U19,U19: Diagnostic electrocardiography,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U197,12,U197,U197: Removal of electrocardiography loop recorder,U19,U19: Diagnostic electrocardiography,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.4,Live
U198,44,U198,U198: Other specified diagnostic electrocardiography,U19,U19: Diagnostic electrocardiography,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U199,236,U199,U199: Unspecified diagnostic electrocardiography,U19,U19: Diagnostic electrocardiography,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U201,224797,U201,U201: Transthoracic echocardiography,U20,U20: Diagnostic echocardiography,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U202,901,U202,U202: Transoesophageal echocardiography,U20,U20: Diagnostic echocardiography,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U203,5,U203,U203: Intravascular echocardiography,U20,U20: Diagnostic echocardiography,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U204,5,U204,U204: Epicardial echocardiography,U20,U20: Diagnostic echocardiography,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U205,202,U205,U205: Stress echocardiography,U20,U20: Diagnostic echocardiography,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U206,1,U206,U206: Fetal echocardiography,U20,U20: Diagnostic echocardiography,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U208,82,U208,U208: Other specified diagnostic Echocardiography,U20,U20: Diagnostic echocardiography,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U209,182,U209,U209: Unspecified diagnostic Echocardiography,U20,U20: Diagnostic echocardiography,"U01-U21, U35-U37","U01-U21, U35-U37: Diagnostic Imaging",U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U412,1,U412,U412: Oral drug provocation test,U41,U41: Provocation test,U22-U41,U22-U41: Diagnostic tests,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.9,Live
U501,51,U501,U501: Delivery of rehabilitation for amputation of limb,U50,U50: Rehabilitation for musculoskeletal disorders,U50-U54,U50-U54: Rehabilitation,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U502,3,U502,U502: Delivery of rehabilitation for hip fracture,U50,U50: Rehabilitation for musculoskeletal disorders,U50-U54,U50-U54: Rehabilitation,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U505,4,U505,U505: Delivery of rehabilitation for osteoarthritis,U50,U50: Rehabilitation for musculoskeletal disorders,U50-U54,U50-U54: Rehabilitation,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U508,108,U508,U508: Other specified rehabilitation for musculoskeletal disorders,U50,U50: Rehabilitation for musculoskeletal disorders,U50-U54,U50-U54: Rehabilitation,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U509,17,U509,U509: Unspecified rehabilitation for musculoskeletal disorders,U50,U50: Rehabilitation for musculoskeletal disorders,U50-U54,U50-U54: Rehabilitation,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U511,1,U511,U511: Delivery of rehabilitation for brain injuries,U51,U51: Rehabilitation for neurological disorders,U50-U54,U50-U54: Rehabilitation,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U512,1,U512,U512: Delivery of rehabilitation for spinal cord injury,U51,U51: Rehabilitation for neurological disorders,U50-U54,U50-U54: Rehabilitation,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U518,8,U518,U518: Other specified rehabilitation for neurological disorders,U51,U51: Rehabilitation for neurological disorders,U50-U54,U50-U54: Rehabilitation,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U522,2,U522,U522: Delivery of rehabilitation for alcohol addiction,U52,U52: Rehabilitation for psychiatric disorders,U50-U54,U50-U54: Rehabilitation,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U528,2,U528,U528: Other specified rehabilitation for psychiatric disorders,U52,U52: Rehabilitation for psychiatric disorders,U50-U54,U50-U54: Rehabilitation,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U534,17,U534,U534: Delivery of rehabilitation for trauma NEC,U53,U53: Rehabilitation for trauma and reconstructive surgery,U50-U54,U50-U54: Rehabilitation,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U538,4,U538,U538: Other specified rehabilitation for trauma and reconstructive surgery,U53,U53: Rehabilitation for trauma and reconstructive surgery,U50-U54,U50-U54: Rehabilitation,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U541,347,U541,U541: Delivery of rehabilitation for acute cardiac disorders,U54,U54: Rehabilitation for other disorders,U50-U54,U50-U54: Rehabilitation,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U542,1153,U542,U542: Delivery of rehabilitation for respiratory disorders,U54,U54: Rehabilitation for other disorders,U50-U54,U50-U54: Rehabilitation,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U543,19,U543,U543: Delivery of rehabilitation for stroke,U54,U54: Rehabilitation for other disorders,U50-U54,U50-U54: Rehabilitation,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U548,1453,U548,U548: Other specified rehabilitation for other disorders,U54,U54: Rehabilitation for other disorders,U50-U54,U50-U54: Rehabilitation,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
U549,335,U549,U549: Unspecified rehabilitation for other disorders,U54,U54: Rehabilitation for other disorders,U50-U54,U50-U54: Rehabilitation,U,"U: Diagnostic Imaging, Testing and Rehabilitation",4.3,Live
V194,1,V194,V194: Biopsy of lesion of mandible,V19,V19: Other operations on mandible,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V195,1,V195,V195: Manipulation of mandible NEC,V19,V19: Other operations on mandible,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V212,1,V212,V212: Reduction of dislocation of temporomandibular joint,V21,V21: Other operations on temporomandibular joint,V01-V21,"V01-V21: Bones and joints of cranium, face and jaw",V,V: Bones and Joints of Skull and Spine,4.2,Live
V472,1,V472,V472: Biopsy of thoracic vertebra,V47,V47: Biopsy of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
V473,2,V473,V473: Biopsy of lumbar vertebra,V47,V47: Biopsy of spine,V22-V70,V22-V70: Bones and joints of spine,V,V: Bones and Joints of Skull and Spine,4.2,Live
W183,2,W183,W183: Sequestrectomy of bone,W18,W18: Drainage of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W191,22,W191,W191: Primary open reduction of fracture of neck of femur and open fixation using pin and plate,W19,W19: Primary open reduction of fracture of bone and intramedullary fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W192,29,W192,W192: Primary open reduction of fracture of long bone and fixation using rigid nail NEC,W19,W19: Primary open reduction of fracture of bone and intramedullary fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W193,3,W193,W193: Primary open reduction of fracture of long bone and fixation using flexible nail,W19,W19: Primary open reduction of fracture of bone and intramedullary fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W195,1,W195,W195: Primary open reduction of fragment of bone and fixation using screw,W19,W19: Primary open reduction of fracture of bone and intramedullary fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W198,13,W198,W198: Other specified primary open reduction of fracture of bone and intramedullary fixation,W19,W19: Primary open reduction of fracture of bone and intramedullary fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W201,31,W201,W201: Primary open reduction of fracture of long bone and extramedullary fixation using plate NEC,W20,W20: Primary open reduction of fracture of bone and extramedullary fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W202,1,W202,W202: Primary open reduction of fracture of long bone and extramedullary fixation using cerclage,W20,W20: Primary open reduction of fracture of bone and extramedullary fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W205,1,W205,W205: Primary open reduction of fracture of ankle and extramedullary fixation NEC,W20,W20: Primary open reduction of fracture of bone and extramedullary fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W208,6,W208,W208: Other specified primary open reduction of fracture of bone and extramedullary fixation,W20,W20: Primary open reduction of fracture of bone and extramedullary fixation,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W214,2,W214,W214: Primary intra-articular fixation of intra-articular fracture of bone NEC,W21,W21: Primary open reduction of intra-articular fracture of bone,W05-W36,W05-W36: Bone,W,W: Other Bones and Joints,4.2,Live
W511,1,W511,W511: Primary prosthetic replacement of head of humerus NEC,W51,W51: Other prosthetic replacement of head of humerus,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W852,11,W852,W852: Endoscopic irrigation of knee joint,W85,W85: Therapeutic endoscopic operations on cavity of knee joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W879,1,W879,W879: Unspecified diagnostic endoscopic examination of knee joint,W87,W87: Diagnostic endoscopic examination of knee joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W901,891,W901,W901: Aspiration of joint,W90,W90: Puncture of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W902,1,W902,W902: Arthrography,W90,W90: Puncture of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W903,144,W903,W903: Injection of therapeutic substance into joint,W90,W90: Puncture of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W904,2,W904,W904: Injection into joint NEC,W90,W90: Puncture of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W908,1,W908,W908: Other specified puncture of joint,W90,W90: Puncture of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W913,8,W913,W913: Manipulation of prosthetic joint NEC,W91,W91: Other manipulation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.6,Live
W919,1,W919,W919: Unspecified other manipulation of joint,W91,W91: Other manipulation of joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W921,3,W921,W921: Biopsy of lesion of joint NEC,W92,W92: Other operations on joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
W924,1,W924,W924: Examination of joint under anaesthetic,W92,W92: Other operations on joint,W37-W99,W37-W99: Joint,W,W: Other Bones and Joints,4.2,Live
X216,1,X216,X216: Amputation of supernumerary finger NEC,X21,X21: Correction of congenital deformity of hand,X01-X27,X01-X27: Operations covering multiple systems,X,X: Miscellaneous Operations,4.2,Live
X658,1,X658,X658: Other specified radiotherapy delivery,X65,X65: Radiotherapy delivery,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X659,7,X659,X659: Unspecified radiotherapy delivery,X65,X65: Radiotherapy delivery,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.3,Live
X671,6,X671,X671: Preparation for intensity modulated radiation therapy,X67,X67: Preparation for external beam radiotherapy,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.5,Live
X674,8,X674,X674: Preparation for simple radiotherapy with imaging and dosimetry,X67,X67: Preparation for external beam radiotherapy,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.5,Live
X675,16,X675,X675: Preparation for simple radiotherapy with imaging and simple calculation,X67,X67: Preparation for external beam radiotherapy,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.5,Live
X679,14,X679,X679: Unspecified preparation for external beam radiotherapy,X67,X67: Preparation for external beam radiotherapy,X28-X69,X28-X69: Miscellaneous operations,X,X: Miscellaneous Operations,4.5,Live
X701,3,X701,X701: Procurement of drugs for chemotherapy for neoplasm for regimens in Band 1,X70,X70: Procurement of drugs for chemotherapy for neoplasm in Bands 1-5,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.3,Live
X702,8,X702,X702: Procurement of drugs for chemotherapy for neoplasm for regimens in Band 2,X70,X70: Procurement of drugs for chemotherapy for neoplasm in Bands 1-5,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.3,Live
X703,7,X703,X703: Procurement of drugs for chemotherapy for neoplasm for regimens in Band 3,X70,X70: Procurement of drugs for chemotherapy for neoplasm in Bands 1-5,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.3,Live
X704,2,X704,X704: Procurement of drugs for chemotherapy for neoplasm for regimens in Band 4,X70,X70: Procurement of drugs for chemotherapy for neoplasm in Bands 1-5,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.3,Live
X705,5,X705,X705: Procurement of drugs for chemotherapy for neoplasm for regimens in Band 5,X70,X70: Procurement of drugs for chemotherapy for neoplasm in Bands 1-5,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.3,Live
X708,14,X708,X708: Other specified procurement of drugs for chemotherapy for neoplasm in Bands 1-5,X70,X70: Procurement of drugs for chemotherapy for neoplasm in Bands 1-5,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.3,Live
X711,5,X711,X711: Procurement of drugs for chemotherapy for neoplasm for regimens in Band 6,X71,X71: Procurement of drugs for chemotherapy for neoplasm in Bands 6-10,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.3,Live
X712,1,X712,X712: Procurement of drugs for chemotherapy for neoplasm for regimens in Band 7,X71,X71: Procurement of drugs for chemotherapy for neoplasm in Bands 6-10,X70-X98,X70-X98: Specified Drug therapy,X,X: Miscellaneous Operations,4.3,Live
M459,173,M459,M459: Unspecified diagnostic endoscopic examination of bladder,M45,M45: Diagnostic endoscopic examination of bladder,M34-M49,M34-M49: Bladder,M,M: Urinary,4.2,Live
M471,845,M471,M471: Urethral irrigation of bladder,M47,M47: Urethral catheterisation of bladder,M34-M49,M34-M49: Bladder,M,M: Urinary,4.2,Live
