Spell_Primary_Diagnosis,eol_count,ICD10_L4_Code,ICD10_L4_Desc,ICD10_L3_Code,ICD10_L3_Desc,ICD10_L2_Code,ICD10_L2_Desc,ICD10_L1_Code,ICD10_L1_Desc,ICD10_Chapter_No,ICD10_Chapter_Code,ICD10_Chapter_Desc,ICD10_Usage,ICD10_Version,ICD10_Status,ICD10_Valid_From,ICD10_Valid_To
C348,21,C348,C348: Malignant neoplasm: Overlapping lesion of bronchus and lung,C30-C39,C30-C39: Malignant neoplasms of respiratory and intrathoracic organs,C00-C75,"C00-C75: Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue",C00-C97,C00-C97: Malignant neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
C349,5068,C349,"C349: Malignant neoplasm: Bronchus or lung, unspecified",C30-C39,C30-C39: Malignant neoplasms of respiratory and intrathoracic organs,C00-C75,"C00-C75: Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue",C00-C97,C00-C97: Malignant neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
C37X,14,C37X,C37X: Malignant neoplasm of thymus,C30-C39,C30-C39: Malignant neoplasms of respiratory and intrathoracic organs,C00-C75,"C00-C75: Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic and related tissue",C00-C97,C00-C97: Malignant neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
E806,1,E806,E806: Other disorders of bilirubin metabolism,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,4,IV,"IV: Endocrine, nutritional and metabolic diseases",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
E830,1,E830,E830: Disorders of copper metabolism,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,4,IV,"IV: Endocrine, nutritional and metabolic diseases",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
E833,4,E833,E833: Disorders of phosphorus metabolism and phosphatases,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,4,IV,"IV: Endocrine, nutritional and metabolic diseases",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
E834,21,E834,E834: Disorders of magnesium metabolism,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,4,IV,"IV: Endocrine, nutritional and metabolic diseases",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
E835,337,E835,E835: Disorders of calcium metabolism,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,4,IV,"IV: Endocrine, nutritional and metabolic diseases",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
E840,30,E840,E840: Cystic fibrosis with pulmonary manifestations,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,4,IV,"IV: Endocrine, nutritional and metabolic diseases",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
E848,1,E848,E848: Cystic fibrosis with other manifestations,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,4,IV,"IV: Endocrine, nutritional and metabolic diseases",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
E849,2,E849,"E849: Cystic fibrosis, unspecified",E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,4,IV,"IV: Endocrine, nutritional and metabolic diseases",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
E853,4,E853,E853: Secondary systemic amyloidosis,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,E70-E90,E70-E90: Metabolic disorders,4,IV,"IV: Endocrine, nutritional and metabolic diseases",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
G911,9,G911,G911: Obstructive hydrocephalus,G90-G99,G90-G99: Other disorders of the nervous system,G90-G99,G90-G99: Other disorders of the nervous system,G90-G99,G90-G99: Other disorders of the nervous system,6,VI,VI: Diseases of the nervous system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
G912,1,G912,G912: Normal-pressure hydrocephalus,G90-G99,G90-G99: Other disorders of the nervous system,G90-G99,G90-G99: Other disorders of the nervous system,G90-G99,G90-G99: Other disorders of the nervous system,6,VI,VI: Diseases of the nervous system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
G919,11,G919,"G919: Hydrocephalus, unspecified",G90-G99,G90-G99: Other disorders of the nervous system,G90-G99,G90-G99: Other disorders of the nervous system,G90-G99,G90-G99: Other disorders of the nervous system,6,VI,VI: Diseases of the nervous system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
G92X,2,G92X,G92X: Toxic encephalopathy,G90-G99,G90-G99: Other disorders of the nervous system,G90-G99,G90-G99: Other disorders of the nervous system,G90-G99,G90-G99: Other disorders of the nervous system,6,VI,VI: Diseases of the nervous system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
G930,1,G930,G930: Cerebral cysts,G90-G99,G90-G99: Other disorders of the nervous system,G90-G99,G90-G99: Other disorders of the nervous system,G90-G99,G90-G99: Other disorders of the nervous system,6,VI,VI: Diseases of the nervous system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
G931,318,G931,"G931: Anoxic brain damage, not elsewhere classified",G90-G99,G90-G99: Other disorders of the nervous system,G90-G99,G90-G99: Other disorders of the nervous system,G90-G99,G90-G99: Other disorders of the nervous system,6,VI,VI: Diseases of the nervous system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
G934,27,G934,"G934: Encephalopathy, unspecified",G90-G99,G90-G99: Other disorders of the nervous system,G90-G99,G90-G99: Other disorders of the nervous system,G90-G99,G90-G99: Other disorders of the nervous system,6,VI,VI: Diseases of the nervous system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
G935,2,G935,G935: Compression of brain,G90-G99,G90-G99: Other disorders of the nervous system,G90-G99,G90-G99: Other disorders of the nervous system,G90-G99,G90-G99: Other disorders of the nervous system,6,VI,VI: Diseases of the nervous system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
G936,6,G936,G936: Cerebral oedema,G90-G99,G90-G99: Other disorders of the nervous system,G90-G99,G90-G99: Other disorders of the nervous system,G90-G99,G90-G99: Other disorders of the nervous system,6,VI,VI: Diseases of the nervous system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
G938,15,G938,G938: Other specified disorders of brain,G90-G99,G90-G99: Other disorders of the nervous system,G90-G99,G90-G99: Other disorders of the nervous system,G90-G99,G90-G99: Other disorders of the nervous system,6,VI,VI: Diseases of the nervous system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
G939,14,G939,"G939: Disorder of brain, unspecified",G90-G99,G90-G99: Other disorders of the nervous system,G90-G99,G90-G99: Other disorders of the nervous system,G90-G99,G90-G99: Other disorders of the nervous system,6,VI,VI: Diseases of the nervous system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D141,1,D141,D141: Benign neoplasm: Larynx,D10-D36,D10-D36: Benign neoplasms,D10-D36,D10-D36: Benign neoplasms,D10-D36,D10-D36: Benign neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D150,1,D150,D150: Benign neoplasm: Thymus,D10-D36,D10-D36: Benign neoplasms,D10-D36,D10-D36: Benign neoplasms,D10-D36,D10-D36: Benign neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D151,1,D151,D151: Benign neoplasm: Heart,D10-D36,D10-D36: Benign neoplasms,D10-D36,D10-D36: Benign neoplasms,D10-D36,D10-D36: Benign neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D162,1,D162,D162: Benign neoplasm: Long bones of lower limb,D10-D36,D10-D36: Benign neoplasms,D10-D36,D10-D36: Benign neoplasms,D10-D36,D10-D36: Benign neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D173,1,D173,D173: Benign lipomatous neoplasm of skin and subcutaneous tissue of other and unspecified sites,D10-D36,D10-D36: Benign neoplasms,D10-D36,D10-D36: Benign neoplasms,D10-D36,D10-D36: Benign neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D177,1,D177,D177: Benign lipomatous neoplasm of other sites,D10-D36,D10-D36: Benign neoplasms,D10-D36,D10-D36: Benign neoplasms,D10-D36,D10-D36: Benign neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D181,2,D181,"D181: Lymphangioma, any site",D10-D36,D10-D36: Benign neoplasms,D10-D36,D10-D36: Benign neoplasms,D10-D36,D10-D36: Benign neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D251,1,D251,D251: Intramural leiomyoma of uterus,D10-D36,D10-D36: Benign neoplasms,D10-D36,D10-D36: Benign neoplasms,D10-D36,D10-D36: Benign neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D259,2,D259,"D259: Leiomyoma of uterus, unspecified",D10-D36,D10-D36: Benign neoplasms,D10-D36,D10-D36: Benign neoplasms,D10-D36,D10-D36: Benign neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D27X,2,D27X,D27X: Benign neoplasm of ovary,D10-D36,D10-D36: Benign neoplasms,D10-D36,D10-D36: Benign neoplasms,D10-D36,D10-D36: Benign neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D300,1,D300,D300: Benign neoplasm: Kidney,D10-D36,D10-D36: Benign neoplasms,D10-D36,D10-D36: Benign neoplasms,D10-D36,D10-D36: Benign neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D430,11,D430,"D430: Neoplasm of uncertain or unknown behaviour: Brain, supratentorial",D37-D48,D37-D48: Neoplasms of uncertain or unknown behaviour,D37-D48,D37-D48: Neoplasms of uncertain or unknown behaviour,D37-D48,D37-D48: Neoplasms of uncertain or unknown behaviour,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D431,6,D431,"D431: Neoplasm of uncertain or unknown behaviour: Brain, infratentorial",D37-D48,D37-D48: Neoplasms of uncertain or unknown behaviour,D37-D48,D37-D48: Neoplasms of uncertain or unknown behaviour,D37-D48,D37-D48: Neoplasms of uncertain or unknown behaviour,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D432,25,D432,"D432: Neoplasm of uncertain or unknown behaviour: Brain, unspecified",D37-D48,D37-D48: Neoplasms of uncertain or unknown behaviour,D37-D48,D37-D48: Neoplasms of uncertain or unknown behaviour,D37-D48,D37-D48: Neoplasms of uncertain or unknown behaviour,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D093,1,D093,D093: Carcinoma in situ: Thyroid and other endocrine glands,D00-D09,D00-D09: In situ neoplasms,D00-D09,D00-D09: In situ neoplasms,D00-D09,D00-D09: In situ neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D110,1,D110,D110: Benign neoplasm: Parotid gland,D10-D36,D10-D36: Benign neoplasms,D10-D36,D10-D36: Benign neoplasms,D10-D36,D10-D36: Benign neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D119,1,D119,"D119: Benign neoplasm: Major salivary gland, unspecified",D10-D36,D10-D36: Benign neoplasms,D10-D36,D10-D36: Benign neoplasms,D10-D36,D10-D36: Benign neoplasms,2,II,II: Neoplasms,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T368,1,T368,T368: Poisoning: Other systemic antibiotics,T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T372,2,T372,T372: Poisoning: Antimalarials and drugs acting on other blood protozoa,T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T380,1,T380,T380: Poisoning: Glucocorticoids and synthetic analogues,T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T381,1,T381,T381: Poisoning: Thyroid hormones and substitutes,T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T383,10,T383,T383: Poisoning: Insulin and oral hypoglycaemic [antidiabetic] drugs,T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T390,6,T390,T390: Poisoning: Salicylates,T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T391,102,T391,T391: Poisoning: 4-Aminophenol derivatives,T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T393,4,T393,T393: Poisoning: Other nonsteroidal anti-inflammatory drugs [NSAID],T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T398,1,T398,"T398: Poisoning: Other nonopioid analgesics and antipyretics, not elsewhere classified",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T401,4,T401,T401: Poisoning: Heroin,T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T402,89,T402,T402: Poisoning: Other opioids,T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T403,2,T403,T403: Poisoning: Methadone,T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T404,8,T404,T404: Poisoning: Other synthetic narcotics,T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T405,3,T405,T405: Poisoning: Cocaine,T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T406,11,T406,T406: Poisoning: Other and unspecified narcotics,T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T407,1,T407,T407: Poisoning: Cannabis (derivatives),T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",T36-T50,"T36-T50: Poisoning by drugs, medicaments and biological substances",19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F190,1,F190,F190: Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances: Acute intoxication,F10-F19,F10-F19: Mental and behavioural disorders due to psychoactive substance use,F10-F19,F10-F19: Mental and behavioural disorders due to psychoactive substance use,F10-F19,F10-F19: Mental and behavioural disorders due to psychoactive substance use,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F191,2,F191,F191: Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances: Harmful use,F10-F19,F10-F19: Mental and behavioural disorders due to psychoactive substance use,F10-F19,F10-F19: Mental and behavioural disorders due to psychoactive substance use,F10-F19,F10-F19: Mental and behavioural disorders due to psychoactive substance use,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F193,1,F193,F193: Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances: Withdrawal state,F10-F19,F10-F19: Mental and behavioural disorders due to psychoactive substance use,F10-F19,F10-F19: Mental and behavioural disorders due to psychoactive substance use,F10-F19,F10-F19: Mental and behavioural disorders due to psychoactive substance use,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T002,1,T002,T002: Superficial injuries involving multiple regions of upper limb(s),T00-T07,T00-T07: Injuries involving multiple body regions,T00-T07,T00-T07: Injuries involving multiple body regions,T00-T07,T00-T07: Injuries involving multiple body regions,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T003,5,T003,T003: Superficial injuries involving multiple regions of lower limb(s),T00-T07,T00-T07: Injuries involving multiple body regions,T00-T07,T00-T07: Injuries involving multiple body regions,T00-T07,T00-T07: Injuries involving multiple body regions,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T006,3,T006,T006: Superficial injuries involving multiple regions of upper limb(s) with lower limb(s),T00-T07,T00-T07: Injuries involving multiple body regions,T00-T07,T00-T07: Injuries involving multiple body regions,T00-T07,T00-T07: Injuries involving multiple body regions,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T008,1,T008,T008: Superficial injuries involving other combinations of body regions,T00-T07,T00-T07: Injuries involving multiple body regions,T00-T07,T00-T07: Injuries involving multiple body regions,T00-T07,T00-T07: Injuries involving multiple body regions,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T009,1,T009,"T009: Multiple superficial injuries, unspecified",T00-T07,T00-T07: Injuries involving multiple body regions,T00-T07,T00-T07: Injuries involving multiple body regions,T00-T07,T00-T07: Injuries involving multiple body regions,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T011,2,T011,"T011: Open wounds involving thorax with abdomen, lower back and pelvis",T00-T07,T00-T07: Injuries involving multiple body regions,T00-T07,T00-T07: Injuries involving multiple body regions,T00-T07,T00-T07: Injuries involving multiple body regions,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T012,6,T012,T012: Open wounds involving multiple regions of upper limb(s),T00-T07,T00-T07: Injuries involving multiple body regions,T00-T07,T00-T07: Injuries involving multiple body regions,T00-T07,T00-T07: Injuries involving multiple body regions,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T013,1,T013,T013: Open wounds involving multiple regions of lower limb(s),T00-T07,T00-T07: Injuries involving multiple body regions,T00-T07,T00-T07: Injuries involving multiple body regions,T00-T07,T00-T07: Injuries involving multiple body regions,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T016,2,T016,T016: Open wounds involving multiple regions of upper limb(s) with lower limb(s),T00-T07,T00-T07: Injuries involving multiple body regions,T00-T07,T00-T07: Injuries involving multiple body regions,T00-T07,T00-T07: Injuries involving multiple body regions,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T018,2,T018,T018: Open wounds involving other combinations of body regions,T00-T07,T00-T07: Injuries involving multiple body regions,T00-T07,T00-T07: Injuries involving multiple body regions,T00-T07,T00-T07: Injuries involving multiple body regions,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T0210,4,T0210,T0210: Fractures involving thorax with lower back and pelvis: closed,T00-T07,T00-T07: Injuries involving multiple body regions,T00-T07,T00-T07: Injuries involving multiple body regions,T00-T07,T00-T07: Injuries involving multiple body regions,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T0231,1,T0231,T0231: Fractures involving multiple regions of one lower limb: open,T00-T07,T00-T07: Injuries involving multiple body regions,T00-T07,T00-T07: Injuries involving multiple body regions,T00-T07,T00-T07: Injuries involving multiple body regions,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T0240,4,T0240,T0240: Fractures involving multiple regions of both upper limbs: closed,T00-T07,T00-T07: Injuries involving multiple body regions,T00-T07,T00-T07: Injuries involving multiple body regions,T00-T07,T00-T07: Injuries involving multiple body regions,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T0250,5,T0250,T0250: Fractures involving multiple regions of both lower limbs: closed,T00-T07,T00-T07: Injuries involving multiple body regions,T00-T07,T00-T07: Injuries involving multiple body regions,T00-T07,T00-T07: Injuries involving multiple body regions,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T273,1,T273,"T273: Burn of respiratory tract, part unspecified",T26-T28,T26-T28: Burns and corrosions confined to eye and internal organs,T26-T28,T26-T28: Burns and corrosions confined to eye and internal organs,T20-T32,T20-T32: Burns and corrosions,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T277,1,T277,"T277: Corrosion of respiratory tract, part unspecified",T26-T28,T26-T28: Burns and corrosions confined to eye and internal organs,T26-T28,T26-T28: Burns and corrosions confined to eye and internal organs,T20-T32,T20-T32: Burns and corrosions,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T285,1,T285,T285: Corrosion of mouth and pharynx,T26-T28,T26-T28: Burns and corrosions confined to eye and internal organs,T26-T28,T26-T28: Burns and corrosions confined to eye and internal organs,T20-T32,T20-T32: Burns and corrosions,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
T287,1,T287,T287: Corrosion of other parts of alimentary tract,T26-T28,T26-T28: Burns and corrosions confined to eye and internal organs,T26-T28,T26-T28: Burns and corrosions confined to eye and internal organs,T20-T32,T20-T32: Burns and corrosions,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
G510,2,G510,G510: Bell's palsy,G50-G59,"G50-G59: Nerve, nerve root and plexus disorders",G50-G59,"G50-G59: Nerve, nerve root and plexus disorders",G50-G59,"G50-G59: Nerve, nerve root and plexus disorders",6,VI,VI: Diseases of the nervous system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
G541,1,G541,G541: Lumbosacral plexus disorders,G50-G59,"G50-G59: Nerve, nerve root and plexus disorders",G50-G59,"G50-G59: Nerve, nerve root and plexus disorders",G50-G59,"G50-G59: Nerve, nerve root and plexus disorders",6,VI,VI: Diseases of the nervous system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
G546,1,G546,G546: Phantom limb syndrome with pain,G50-G59,"G50-G59: Nerve, nerve root and plexus disorders",G50-G59,"G50-G59: Nerve, nerve root and plexus disorders",G50-G59,"G50-G59: Nerve, nerve root and plexus disorders",6,VI,VI: Diseases of the nervous system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
G550,3,G550,G550: Nerve root and plexus compressions in neoplastic disease,G50-G59,"G50-G59: Nerve, nerve root and plexus disorders",G50-G59,"G50-G59: Nerve, nerve root and plexus disorders",G50-G59,"G50-G59: Nerve, nerve root and plexus disorders",6,VI,VI: Diseases of the nervous system,Asterisk,ICD10 5th Edition,Live,2016-04-01 00:00:00,
G602,1,G602,G602: Neuropathy in association with hereditary ataxia,G60-G64,G60-G64: Polyneuropathies and other disorders of the peripheral nervous system,G60-G64,G60-G64: Polyneuropathies and other disorders of the peripheral nervous system,G60-G64,G60-G64: Polyneuropathies and other disorders of the peripheral nervous system,6,VI,VI: Diseases of the nervous system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
G610,3,G610,G610: Guillain-Barré syndrome,G60-G64,G60-G64: Polyneuropathies and other disorders of the peripheral nervous system,G60-G64,G60-G64: Polyneuropathies and other disorders of the peripheral nervous system,G60-G64,G60-G64: Polyneuropathies and other disorders of the peripheral nervous system,6,VI,VI: Diseases of the nervous system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
