Der_Activity_Month,ICB_Name_Short,spells
201805,QOP: NHS Greater Manchester ICB,82387
201903,QNX: NHS Sussex ICB,38510
201811,"QOX: NHS Bath & NE S'set, S'don & W ICB",20692
202312,QMJ: NHS North Central London ICB,34465
201805,QUA: NHS Black Country ICB,32436
201311,QYG: NHS Cheshire And Merseyside ICB,67745
201408,QJG: NHS Suffolk & North East Essex ICB,20611
202309,"QHG: NHS Beds, Luton & Milton Keynes ICB",22329
201807,QKS: NHS Kent And Medway ICB,43421
201407,QPM: NHS Northamptonshire ICB,16568
202207,QJM: NHS Lincolnshire ICB,16726
201805,"QOC: NHS Shrops, Telford & Wrekin ICB",13969
201208,QWU: NHS Coventry And Warwickshire ICB,3
201207,"QOC: NHS Shrops, Telford & Wrekin ICB",3
201802,QM7: NHS Hertfordshire & West Essex ICB,29752
201210,QHL: NHS Birmingham And Solihull ICB,7
201302,"QOC: NHS Shrops, Telford & Wrekin ICB",16
201212,QKS: NHS Kent And Medway ICB,3
200912,QNX: NHS Sussex ICB,2
201110,QRV: NHS North West London ICB,1
201210,QKK: NHS South East London ICB,3
201001,QRL: NHS Hampshire And Isle Of Wight ICB,1
201208,QNQ: NHS Frimley ICB,1
201211,"QOC: NHS Shrops, Telford & Wrekin ICB",5
200908,QWO: NHS West Yorkshire ICB,3
200905,QUA: NHS Black Country ICB,1
201111,QJG: NHS Suffolk & North East Essex ICB,1
201201,QJM: NHS Lincolnshire ICB,1
201105,QKK: NHS South East London ICB,1
202007,"QU9: NHS Bucks, Oxford & Berkshire W ICB",30193
202110,QNX: NHS Sussex ICB,37533
201503,QWE: NHS South West London ICB,30999
202210,QGH: NHS Herefords & Worcestershire ICB,19696
202111,QT1: NHS Nott'ham & Nottinghamshire ICB,26684
201704,QH8: NHS Mid And South Essex ICB,24524
201808,QWE: NHS South West London ICB,31034
201511,QWO: NHS West Yorkshire ICB,57603
202401,"QHG: NHS Beds, Luton & Milton Keynes ICB",24048
201301,QOP: NHS Greater Manchester ICB,105
200909,QYG: NHS Cheshire And Merseyside ICB,818
201205,QRV: NHS North West London ICB,132
200911,QHM: NHS North East & North Cumbria ICB,22
201912,QOQ: NHS Humber And North Yorkshire ICB,41136
202112,QM7: NHS Hertfordshire & West Essex ICB,28686
201706,QNC: NHS Staffordshire & Stoke-On-Tr ICB,30230
201511,QYG: NHS Cheshire And Merseyside ICB,71626
202407,QYG: NHS Cheshire And Merseyside ICB,78496
202301,NULL,182122
201601,"QHG: NHS Beds, Luton & Milton Keynes ICB",19143
201602,QHL: NHS Birmingham And Solihull ICB,31697
201409,"QU9: NHS Bucks, Oxford & Berkshire W ICB",31809
202305,QMJ: NHS North Central London ICB,35756
201701,QJK: NHS Devon ICB,28166
202011,"QU9: NHS Bucks, Oxford & Berkshire W ICB",31880
202202,QJ2: NHS Derby And Derbyshire ICB,23760
202312,QJ2: NHS Derby And Derbyshire ICB,26884
202001,QE1: NHS Lancashire & South Cumbria ICB,56527
201803,QXU: NHS Surrey Heartlands ICB,22003
201704,QR1: NHS Gloucestershire ICB,10902
201304,"QU9: NHS Bucks, Oxford & Berkshire W ICB",28104
201507,QWE: NHS South West London ICB,31662
202108,QKK: NHS South East London ICB,34436
201311,"QOX: NHS Bath & NE S'set, S'don & W ICB",17637
201301,"QK1: NHS Leics, Leic'shire & Rutland ICB",56
201302,NULL,1273988
201602,QPM: NHS Northamptonshire ICB,16720
201701,QKK: NHS South East London ICB,35772
202310,QJK: NHS Devon ICB,37964
202003,QHM: NHS North East & North Cumbria ICB,63435
201907,QYG: NHS Cheshire And Merseyside ICB,79401
202106,QT1: NHS Nott'ham & Nottinghamshire ICB,27794
201309,NULL,154691
202406,QM7: NHS Hertfordshire & West Essex ICB,36421
201901,QHM: NHS North East & North Cumbria ICB,76864
202404,QNX: NHS Sussex ICB,40899
201812,QNX: NHS Sussex ICB,34610
201412,QHM: NHS North East & North Cumbria ICB,84995
202106,QMF: NHS North East London ICB,41041
202209,NULL,181881
201501,QHM: NHS North East & North Cumbria ICB,85054
202002,"QOX: NHS Bath & NE S'set, S'don & W ICB",19927
201304,QNX: NHS Sussex ICB,31614
202404,QUA: NHS Black Country ICB,24329
202006,QHL: NHS Birmingham And Solihull ICB,22362
201705,QR1: NHS Gloucestershire ICB,12047
201312,"QUY: NHS Bristol, N S'set & S Gloucs ICB",18131
201708,QJK: NHS Devon ICB,28457
201609,QMM: NHS Norfolk And Waveney ICB,29244
201712,QJ2: NHS Derby And Derbyshire ICB,23455
201708,"QHG: NHS Beds, Luton & Milton Keynes ICB",21001
201606,QWE: NHS South West London ICB,31780
201610,QRV: NHS North West London ICB,42633
202202,QJK: NHS Devon ICB,30003
202206,NULL,181020
201608,QWO: NHS West Yorkshire ICB,57918
201509,QWO: NHS West Yorkshire ICB,57963
202107,QM7: NHS Hertfordshire & West Essex ICB,33734
201903,QMM: NHS Norfolk And Waveney ICB,29606
201612,QNX: NHS Sussex ICB,35854
201408,QM7: NHS Hertfordshire & West Essex ICB,29307
201802,QJG: NHS Suffolk & North East Essex ICB,21801
201709,QJG: NHS Suffolk & North East Essex ICB,23009
202303,"QU9: NHS Bucks, Oxford & Berkshire W ICB",37885
202109,QWO: NHS West Yorkshire ICB,50811
201611,"QU9: NHS Bucks, Oxford & Berkshire W ICB",33830
202004,QF7: NHS South Yorkshire ICB,16905
202311,QUE: NHS Cambs & Peterborough ICB,12050
202312,QJK: NHS Devon ICB,35707
201509,QWU: NHS Coventry And Warwickshire ICB,20066
202204,"QHG: NHS Beds, Luton & Milton Keynes ICB",19638
201608,QWU: NHS Coventry And Warwickshire ICB,20346
201209,QH8: NHS Mid And South Essex ICB,123
201210,QYG: NHS Cheshire And Merseyside ICB,34
201608,QYG: NHS Cheshire And Merseyside ICB,68715
201611,QNX: NHS Sussex ICB,38364
201407,QWO: NHS West Yorkshire ICB,59038
201509,QYG: NHS Cheshire And Merseyside ICB,71623
201602,QUA: NHS Black Country ICB,32307
201606,QE1: NHS Lancashire & South Cumbria ICB,49814
202108,"QK1: NHS Leics, Leic'shire & Rutland ICB",21406
202106,QWU: NHS Coventry And Warwickshire ICB,23836
202211,QKK: NHS South East London ICB,37139
201810,QKS: NHS Kent And Medway ICB,45099
202303,QXU: NHS Surrey Heartlands ICB,24455
201612,"QU9: NHS Bucks, Oxford & Berkshire W ICB",31608
201308,QJK: NHS Devon ICB,26488
201802,QKS: NHS Kent And Medway ICB,37825
201702,QMJ: NHS North Central London ICB,32103
201508,QSL: NHS Somerset ICB,11772
201403,"QK1: NHS Leics, Leic'shire & Rutland ICB",21785
201912,QT6: NHS Cornwall & Isles Of Scilly ICB,14138
202304,"QUY: NHS Bristol, N S'set & S Gloucs ICB",20957
202006,QR1: NHS Gloucestershire ICB,9797
201301,QRL: NHS Hampshire And Isle Of Wight ICB,36
201207,QJK: NHS Devon ICB,225
201301,QKK: NHS South East London ICB,4
201208,QHM: NHS North East & North Cumbria ICB,76
201702,QH8: NHS Mid And South Essex ICB,24873
201805,QSL: NHS Somerset ICB,14171
201505,QGH: NHS Herefords & Worcestershire ICB,14464
202305,QHM: NHS North East & North Cumbria ICB,82247
202208,QOQ: NHS Humber And North Yorkshire ICB,42191
202001,"QOC: NHS Shrops, Telford & Wrekin ICB",15330
201510,NULL,197555
201404,QNX: NHS Sussex ICB,32666
202402,QWO: NHS West Yorkshire ICB,54507
201609,QE1: NHS Lancashire & South Cumbria ICB,49362
202212,QHL: NHS Birmingham And Solihull ICB,28922
201504,QNX: NHS Sussex ICB,33635
201907,QWO: NHS West Yorkshire ICB,60747
201407,QJ2: NHS Derby And Derbyshire ICB,24458
202310,QMF: NHS North East London ICB,42441
201607,QRL: NHS Hampshire And Isle Of Wight ICB,37897
201709,QKS: NHS Kent And Medway ICB,41183
201610,QNQ: NHS Frimley ICB,15957
201401,"QUY: NHS Bristol, N S'set & S Gloucs ICB",19758
202306,QR1: NHS Gloucestershire ICB,14233
201502,QSL: NHS Somerset ICB,11749
201302,QSL: NHS Somerset ICB,381
200906,QE1: NHS Lancashire & South Cumbria ICB,89
201211,QJM: NHS Lincolnshire ICB,143
201210,NULL,1447534
202305,QT6: NHS Cornwall & Isles Of Scilly ICB,14747
201410,QOQ: NHS Humber And North Yorkshire ICB,41889
202203,QXU: NHS Surrey Heartlands ICB,21730
202405,QM7: NHS Hertfordshire & West Essex ICB,38702
201808,"QU9: NHS Bucks, Oxford & Berkshire W ICB",33630
201708,"QK1: NHS Leics, Leic'shire & Rutland ICB",24095
201903,QXU: NHS Surrey Heartlands ICB,23334
202111,QWU: NHS Coventry And Warwickshire ICB,22695
201705,"QU9: NHS Bucks, Oxford & Berkshire W ICB",34939
202407,QWU: NHS Coventry And Warwickshire ICB,26671
202210,QUE: NHS Cambs & Peterborough ICB,17995
201610,"QK1: NHS Leics, Leic'shire & Rutland ICB",23252
202208,QWO: NHS West Yorkshire ICB,52426
202409,QMM: NHS Norfolk And Waveney ICB,35360
202112,QJK: NHS Devon ICB,31126
202210,QUA: NHS Black Country ICB,33252
201504,"QOX: NHS Bath & NE S'set, S'don & W ICB",17033
202406,QUE: NHS Cambs & Peterborough ICB,12730
201604,QUE: NHS Cambs & Peterborough ICB,18683
202308,QM7: NHS Hertfordshire & West Essex ICB,33032
201410,QT6: NHS Cornwall & Isles Of Scilly ICB,12926
202304,QJM: NHS Lincolnshire ICB,14399
201208,QT6: NHS Cornwall & Isles Of Scilly ICB,147
201301,QPM: NHS Northamptonshire ICB,155
201801,NULL,202143
202110,"QU9: NHS Bucks, Oxford & Berkshire W ICB",34909
202302,QJ2: NHS Derby And Derbyshire ICB,26227
201307,QWO: NHS West Yorkshire ICB,58314
201706,QWU: NHS Coventry And Warwickshire ICB,21742
202303,QF7: NHS South Yorkshire ICB,39417
202108,QJK: NHS Devon ICB,30335
202203,"QU9: NHS Bucks, Oxford & Berkshire W ICB",36114
201907,QOQ: NHS Humber And North Yorkshire ICB,43857
202001,QRL: NHS Hampshire And Isle Of Wight ICB,43968
202301,QT1: NHS Nott'ham & Nottinghamshire ICB,27410
201710,QNX: NHS Sussex ICB,38483
202009,QMM: NHS Norfolk And Waveney ICB,25186
201412,QOQ: NHS Humber And North Yorkshire ICB,40012
201402,QWE: NHS South West London ICB,27774
202103,QJ2: NHS Derby And Derbyshire ICB,23785
201610,QJK: NHS Devon ICB,27564
202007,QNX: NHS Sussex ICB,28736
202101,"QU9: NHS Bucks, Oxford & Berkshire W ICB",26541
202112,"QK1: NHS Leics, Leic'shire & Rutland ICB",20917
201604,QM7: NHS Hertfordshire & West Essex ICB,30139
202011,QXU: NHS Surrey Heartlands ICB,20142
201310,QHL: NHS Birmingham And Solihull ICB,32267
202402,QOQ: NHS Humber And North Yorkshire ICB,49547
202205,QJM: NHS Lincolnshire ICB,17541
201208,QR1: NHS Gloucestershire ICB,249
201303,QNC: NHS Staffordshire & Stoke-On-Tr ICB,84
201205,"QOC: NHS Shrops, Telford & Wrekin ICB",4
201212,QM7: NHS Hertfordshire & West Essex ICB,224
201205,"QK1: NHS Leics, Leic'shire & Rutland ICB",65
201503,QF7: NHS South Yorkshire ICB,38189
202308,QNQ: NHS Frimley ICB,14566
202107,"QUY: NHS Bristol, N S'set & S Gloucs ICB",20156
201610,QMF: NHS North East London ICB,37994
201711,QNX: NHS Sussex ICB,39266
201711,NULL,206955
202001,"QHG: NHS Beds, Luton & Milton Keynes ICB",23289
202402,QYG: NHS Cheshire And Merseyside ICB,71610
202411,QJ2: NHS Derby And Derbyshire ICB,11946
201708,QMF: NHS North East London ICB,39249
202002,QUA: NHS Black Country ICB,32048
201808,QF7: NHS South Yorkshire ICB,35526
201905,QPM: NHS Northamptonshire ICB,19671
201504,QHL: NHS Birmingham And Solihull ICB,30726
201403,QUE: NHS Cambs & Peterborough ICB,18787
201501,QMM: NHS Norfolk And Waveney ICB,29393
202404,QHL: NHS Birmingham And Solihull ICB,35126
202006,QUA: NHS Black Country ICB,22178
201811,QVV: NHS Dorset ICB,21548
202005,QMM: NHS Norfolk And Waveney ICB,17167
201207,QM7: NHS Hertfordshire & West Essex ICB,162
201205,"QHG: NHS Beds, Luton & Milton Keynes ICB",25
201505,QPM: NHS Northamptonshire ICB,16094
201903,QE1: NHS Lancashire & South Cumbria ICB,55717
202003,QOQ: NHS Humber And North Yorkshire ICB,35804
202006,"QOX: NHS Bath & NE S'set, S'don & W ICB",13911
201905,QGH: NHS Herefords & Worcestershire ICB,19721
201312,QJ2: NHS Derby And Derbyshire ICB,22505
201804,QWO: NHS West Yorkshire ICB,55814
202002,QHL: NHS Birmingham And Solihull ICB,32524
201310,QNX: NHS Sussex ICB,34943
201605,QWO: NHS West Yorkshire ICB,57375
202309,QMM: NHS Norfolk And Waveney ICB,29247
201605,QWU: NHS Coventry And Warwickshire ICB,19662
201811,QNC: NHS Staffordshire & Stoke-On-Tr ICB,32300
201701,QRV: NHS North West London ICB,41085
202011,QF7: NHS South Yorkshire ICB,28501
202304,QNQ: NHS Frimley ICB,14999
202003,QT6: NHS Cornwall & Isles Of Scilly ICB,12015
201311,QUA: NHS Black Country ICB,31674
202404,"QOX: NHS Bath & NE S'set, S'don & W ICB",23147
201501,QT6: NHS Cornwall & Isles Of Scilly ICB,12684
201811,QJM: NHS Lincolnshire ICB,18493
201302,QYG: NHS Cheshire And Merseyside ICB,57
201212,QJK: NHS Devon ICB,185
201208,QXU: NHS Surrey Heartlands ICB,72
201205,QRL: NHS Hampshire And Isle Of Wight ICB,15
201409,"QOX: NHS Bath & NE S'set, S'don & W ICB",17450
201305,QKS: NHS Kent And Medway ICB,36529
200807,NULL,1300742
201701,QOP: NHS Greater Manchester ICB,77168
201606,QHM: NHS North East & North Cumbria ICB,83991
201801,QHL: NHS Birmingham And Solihull ICB,35163
202208,QYG: NHS Cheshire And Merseyside ICB,64935
201610,QNC: NHS Staffordshire & Stoke-On-Tr ICB,27750
201702,QOQ: NHS Humber And North Yorkshire ICB,38472
202109,QJG: NHS Suffolk & North East Essex ICB,23037
202307,QR1: NHS Gloucestershire ICB,13669
202307,QXU: NHS Surrey Heartlands ICB,25092
201311,QHL: NHS Birmingham And Solihull ICB,30984
202209,QNX: NHS Sussex ICB,34602
201510,QSL: NHS Somerset ICB,13345
202008,"QOC: NHS Shrops, Telford & Wrekin ICB",10899
201708,QRV: NHS North West London ICB,43234
202312,QMF: NHS North East London ICB,39865
202308,"QUY: NHS Bristol, N S'set & S Gloucs ICB",22685
201403,QGH: NHS Herefords & Worcestershire ICB,16437
202410,QJM: NHS Lincolnshire ICB,16803
200911,QE1: NHS Lancashire & South Cumbria ICB,51
201208,"QU9: NHS Bucks, Oxford & Berkshire W ICB",50
201708,QOP: NHS Greater Manchester ICB,77786
202407,QJ2: NHS Derby And Derbyshire ICB,32867
202206,QNX: NHS Sussex ICB,35435
202002,QRL: NHS Hampshire And Isle Of Wight ICB,40819
202302,QSL: NHS Somerset ICB,13539
202303,QJG: NHS Suffolk & North East Essex ICB,26094
201707,QRV: NHS North West London ICB,42895
201509,QJM: NHS Lincolnshire ICB,17836
201810,QT6: NHS Cornwall & Isles Of Scilly ICB,14980
201711,"QUY: NHS Bristol, N S'set & S Gloucs ICB",20710
201207,QNX: NHS Sussex ICB,5
201608,QJM: NHS Lincolnshire ICB,18155
202403,QUE: NHS Cambs & Peterborough ICB,13538
201205,QPM: NHS Northamptonshire ICB,44
201205,QUA: NHS Black Country ICB,54
201308,QMF: NHS North East London ICB,35337
201701,QUA: NHS Black Country ICB,31997
201601,QPM: NHS Northamptonshire ICB,16404
202311,QMF: NHS North East London ICB,44191
202207,"QOX: NHS Bath & NE S'set, S'don & W ICB",19304
201907,QF7: NHS South Yorkshire ICB,37437
202206,QRV: NHS North West London ICB,44731
201810,QE1: NHS Lancashire & South Cumbria ICB,57064
201302,"QUY: NHS Bristol, N S'set & S Gloucs ICB",8439
201512,QT6: NHS Cornwall & Isles Of Scilly ICB,12133
202109,QF7: NHS South Yorkshire ICB,34752
201504,QGH: NHS Herefords & Worcestershire ICB,14567
201310,"QK1: NHS Leics, Leic'shire & Rutland ICB",21664
201607,QR1: NHS Gloucestershire ICB,12075
202407,QVV: NHS Dorset ICB,23217
201707,QPM: NHS Northamptonshire ICB,18090
202308,QNX: NHS Sussex ICB,40428
201708,QUA: NHS Black Country ICB,35265
201803,QH8: NHS Mid And South Essex ICB,28374
201512,QOQ: NHS Humber And North Yorkshire ICB,40287
201510,QJ2: NHS Derby And Derbyshire ICB,24090
201204,QT6: NHS Cornwall & Isles Of Scilly ICB,91
201003,QOP: NHS Greater Manchester ICB,75
201210,QVV: NHS Dorset ICB,119
201210,QNC: NHS Staffordshire & Stoke-On-Tr ICB,36
201704,QMM: NHS Norfolk And Waveney ICB,27124
201505,QE1: NHS Lancashire & South Cumbria ICB,47434
201608,QF7: NHS South Yorkshire ICB,35523
202012,QR1: NHS Gloucestershire ICB,11374
202401,QGH: NHS Herefords & Worcestershire ICB,21812
202301,"QUY: NHS Bristol, N S'set & S Gloucs ICB",22177
201502,QMF: NHS North East London ICB,34022
201310,QRV: NHS North West London ICB,42989
201305,QHM: NHS North East & North Cumbria ICB,83100
202107,NULL,181232
202001,QGH: NHS Herefords & Worcestershire ICB,20179
201808,QMJ: NHS North Central London ICB,34437
201401,NULL,165136
201801,QMF: NHS North East London ICB,40627
202203,QRL: NHS Hampshire And Isle Of Wight ICB,42014
201509,QF7: NHS South Yorkshire ICB,35017
201809,QNX: NHS Sussex ICB,35200
201910,QNX: NHS Sussex ICB,41206
202402,QNC: NHS Staffordshire & Stoke-On-Tr ICB,33137
202205,QJ2: NHS Derby And Derbyshire ICB,27120
201308,QWU: NHS Coventry And Warwickshire ICB,17843
202108,QHL: NHS Birmingham And Solihull ICB,24883
202011,QH8: NHS Mid And South Essex ICB,23772
201502,QWU: NHS Coventry And Warwickshire ICB,17349
202006,QKK: NHS South East London ICB,24907
202101,QKS: NHS Kent And Medway ICB,28748
201407,QSL: NHS Somerset ICB,12893
202011,QJG: NHS Suffolk & North East Essex ICB,21844
201306,QT6: NHS Cornwall & Isles Of Scilly ICB,11521
202111,QF7: NHS South Yorkshire ICB,34325
201705,QT6: NHS Cornwall & Isles Of Scilly ICB,14348
201406,QT6: NHS Cornwall & Isles Of Scilly ICB,12267
201408,QJ2: NHS Derby And Derbyshire ICB,21735
202103,NULL,186961
202405,QJ2: NHS Derby And Derbyshire ICB,31770
201511,QNC: NHS Staffordshire & Stoke-On-Tr ICB,27950
202211,QHL: NHS Birmingham And Solihull ICB,32692
201504,QOP: NHS Greater Manchester ICB,75379
202402,QVV: NHS Dorset ICB,20726
202407,QNQ: NHS Frimley ICB,15421
202305,QKS: NHS Kent And Medway ICB,44697
201406,QMM: NHS Norfolk And Waveney ICB,28538
202004,QOQ: NHS Humber And North Yorkshire ICB,19399
201910,QHL: NHS Birmingham And Solihull ICB,36575
201809,QHL: NHS Birmingham And Solihull ICB,34079
201604,QMF: NHS North East London ICB,36648
201607,QHL: NHS Birmingham And Solihull ICB,32535
202002,"QK1: NHS Leics, Leic'shire & Rutland ICB",23211
201608,QNQ: NHS Frimley ICB,15277
201511,QVV: NHS Dorset ICB,21015
201509,QNQ: NHS Frimley ICB,15426
202102,QWO: NHS West Yorkshire ICB,40361
201911,"QU9: NHS Bucks, Oxford & Berkshire W ICB",39774
201601,QM7: NHS Hertfordshire & West Essex ICB,31122
201704,QE1: NHS Lancashire & South Cumbria ICB,47584
202206,"QK1: NHS Leics, Leic'shire & Rutland ICB",22346
202104,"QOX: NHS Bath & NE S'set, S'don & W ICB",19052
201502,QT1: NHS Nott'ham & Nottinghamshire ICB,24128
201301,QHL: NHS Birmingham And Solihull ICB,3
201802,"QU9: NHS Bucks, Oxford & Berkshire W ICB",31241
201902,"QU9: NHS Bucks, Oxford & Berkshire W ICB",33724
201204,QRL: NHS Hampshire And Isle Of Wight ICB,7
200907,QHM: NHS North East & North Cumbria ICB,38
201212,QWU: NHS Coventry And Warwickshire ICB,2
201205,QHL: NHS Birmingham And Solihull ICB,5
201209,QF7: NHS South Yorkshire ICB,14
201208,QKS: NHS Kent And Medway ICB,4
200905,QNC: NHS Staffordshire & Stoke-On-Tr ICB,2
201204,QMJ: NHS North Central London ICB,2
201003,"QOC: NHS Shrops, Telford & Wrekin ICB",2
201204,QMM: NHS Norfolk And Waveney ICB,2
201108,QNC: NHS Staffordshire & Stoke-On-Tr ICB,1
201106,QWE: NHS South West London ICB,1
201001,QF7: NHS South Yorkshire ICB,1
201107,QJ2: NHS Derby And Derbyshire ICB,1
200912,QOQ: NHS Humber And North Yorkshire ICB,1
201703,QT1: NHS Nott'ham & Nottinghamshire ICB,28607
201506,QMF: NHS North East London ICB,39191
201703,QWO: NHS West Yorkshire ICB,61792
201506,QWU: NHS Coventry And Warwickshire ICB,19211
201707,QT6: NHS Cornwall & Isles Of Scilly ICB,13573
201508,"QOC: NHS Shrops, Telford & Wrekin ICB",9103
201605,"QU9: NHS Bucks, Oxford & Berkshire W ICB",32759
202004,QKK: NHS South East London ICB,18531
202411,QUA: NHS Black Country ICB,12948
201508,QUE: NHS Cambs & Peterborough ICB,18080
201211,QH8: NHS Mid And South Essex ICB,139
201206,QYG: NHS Cheshire And Merseyside ICB,25
201802,QT1: NHS Nott'ham & Nottinghamshire ICB,24313
201012,NULL,1290691
201912,NULL,182861
202303,QT1: NHS Nott'ham & Nottinghamshire ICB,28737
201710,QMM: NHS Norfolk And Waveney ICB,29521
202406,QKS: NHS Kent And Medway ICB,44076
202312,QE1: NHS Lancashire & South Cumbria ICB,54071
201604,QKS: NHS Kent And Medway ICB,40651
202209,QXU: NHS Surrey Heartlands ICB,21378
202106,"QU9: NHS Bucks, Oxford & Berkshire W ICB",36307
202009,QNX: NHS Sussex ICB,31860
202307,QNX: NHS Sussex ICB,39515
201905,QYG: NHS Cheshire And Merseyside ICB,75610
201610,QKS: NHS Kent And Medway ICB,41431
201410,QGH: NHS Herefords & Worcestershire ICB,17116
201401,QMJ: NHS North Central London ICB,38379
201912,QVV: NHS Dorset ICB,20567
201901,QUE: NHS Cambs & Peterborough ICB,20265
201709,QNQ: NHS Frimley ICB,15027
201208,QT1: NHS Nott'ham & Nottinghamshire ICB,2014
201906,"QU9: NHS Bucks, Oxford & Berkshire W ICB",37712
201411,QRL: NHS Hampshire And Isle Of Wight ICB,36795
201606,QM7: NHS Hertfordshire & West Essex ICB,32226
202206,QWE: NHS South West London ICB,28260
202407,QE1: NHS Lancashire & South Cumbria ICB,61815
202109,QM7: NHS Hertfordshire & West Essex ICB,32119
201606,QNX: NHS Sussex ICB,37683
202408,QRV: NHS North West London ICB,52233
202312,QXU: NHS Surrey Heartlands ICB,23180
201511,QOP: NHS Greater Manchester ICB,73878
202205,QE1: NHS Lancashire & South Cumbria ICB,54912
202403,QWO: NHS West Yorkshire ICB,54861
202202,QOQ: NHS Humber And North Yorkshire ICB,37715
201712,QRL: NHS Hampshire And Isle Of Wight ICB,36185
201412,"QK1: NHS Leics, Leic'shire & Rutland ICB",21714
202006,QJM: NHS Lincolnshire ICB,11346
201908,QMJ: NHS North Central London ICB,35632
201606,QJ2: NHS Derby And Derbyshire ICB,23722
201512,QRL: NHS Hampshire And Isle Of Wight ICB,36655
202103,QOP: NHS Greater Manchester ICB,73804
202205,"QOC: NHS Shrops, Telford & Wrekin ICB",14408
202011,"QK1: NHS Leics, Leic'shire & Rutland ICB",20678
201907,"QK1: NHS Leics, Leic'shire & Rutland ICB",24677
201609,QMF: NHS North East London ICB,37740
202304,QXU: NHS Surrey Heartlands ICB,22398
201607,"QUY: NHS Bristol, N S'set & S Gloucs ICB",20889
201603,QM7: NHS Hertfordshire & West Essex ICB,31732
202004,QHL: NHS Birmingham And Solihull ICB,17553
201901,QNQ: NHS Frimley ICB,17173
201402,QNQ: NHS Frimley ICB,13846
201207,QH8: NHS Mid And South Essex ICB,103
201002,QYG: NHS Cheshire And Merseyside ICB,882
201208,QM7: NHS Hertfordshire & West Essex ICB,191
201805,QPM: NHS Northamptonshire ICB,18457
201312,QH8: NHS Mid And South Essex ICB,22587
201806,"QOC: NHS Shrops, Telford & Wrekin ICB",13643
201512,"QK1: NHS Leics, Leic'shire & Rutland ICB",23034
201601,QJG: NHS Suffolk & North East Essex ICB,23132
202410,QRL: NHS Hampshire And Isle Of Wight ICB,50565
201511,QUA: NHS Black Country ICB,33084
201505,QYG: NHS Cheshire And Merseyside ICB,69069
202212,NULL,170342
201411,"QU9: NHS Bucks, Oxford & Berkshire W ICB",31459
202411,QOP: NHS Greater Manchester ICB,41423
201712,QMJ: NHS North Central London ICB,32453
202207,QYG: NHS Cheshire And Merseyside ICB,63440
202207,QWO: NHS West Yorkshire ICB,51269
201411,QMJ: NHS North Central London ICB,35089
202305,QM7: NHS Hertfordshire & West Essex ICB,33716
201702,QJK: NHS Devon ICB,25762
202312,"QOC: NHS Shrops, Telford & Wrekin ICB",14449
202212,QNC: NHS Staffordshire & Stoke-On-Tr ICB,28343
202311,QXU: NHS Surrey Heartlands ICB,25892
202204,QMM: NHS Norfolk And Waveney ICB,25945
201512,"QHG: NHS Beds, Luton & Milton Keynes ICB",19455
202103,QUA: NHS Black Country ICB,29000
201805,QGH: NHS Herefords & Worcestershire ICB,18689
202307,QJ2: NHS Derby And Derbyshire ICB,27967
201305,QT1: NHS Nott'ham & Nottinghamshire ICB,25356
201711,QR1: NHS Gloucestershire ICB,13075
201308,QXU: NHS Surrey Heartlands ICB,18388
202212,QVV: NHS Dorset ICB,18211
201504,QVV: NHS Dorset ICB,19519
201312,QR1: NHS Gloucestershire ICB,11177
201405,"QUY: NHS Bristol, N S'set & S Gloucs ICB",18202
201207,QR1: NHS Gloucestershire ICB,298
201301,QF7: NHS South Yorkshire ICB,48
201905,QWO: NHS West Yorkshire ICB,59304
201904,QT1: NHS Nott'ham & Nottinghamshire ICB,26726
201807,QHM: NHS North East & North Cumbria ICB,73943
202201,QWU: NHS Coventry And Warwickshire ICB,20591
201711,QMJ: NHS North Central London ICB,35805
201805,QHL: NHS Birmingham And Solihull ICB,35595
201704,QJ2: NHS Derby And Derbyshire ICB,22663
201407,QUA: NHS Black Country ICB,33365
201610,QWE: NHS South West London ICB,31118
201709,QMF: NHS North East London ICB,38644
202002,QYG: NHS Cheshire And Merseyside ICB,72186
202204,QT6: NHS Cornwall & Isles Of Scilly ICB,11650
201609,"QUY: NHS Bristol, N S'set & S Gloucs ICB",20764
201709,QWU: NHS Coventry And Warwickshire ICB,21660
201410,QHL: NHS Birmingham And Solihull ICB,32746
202207,QNC: NHS Staffordshire & Stoke-On-Tr ICB,28459
202202,QR1: NHS Gloucestershire ICB,11024
201806,"QHG: NHS Beds, Luton & Milton Keynes ICB",22528
202109,QUE: NHS Cambs & Peterborough ICB,18241
201410,QPM: NHS Northamptonshire ICB,16635
201308,"QOC: NHS Shrops, Telford & Wrekin ICB",8955
201511,QJK: NHS Devon ICB,27904
202305,QJ2: NHS Derby And Derbyshire ICB,28348
202102,QNX: NHS Sussex ICB,28058
201206,QWO: NHS West Yorkshire ICB,166
201412,QHL: NHS Birmingham And Solihull ICB,31628
202208,QOP: NHS Greater Manchester ICB,70233
202302,QE1: NHS Lancashire & South Cumbria ICB,52849
201601,QE1: NHS Lancashire & South Cumbria ICB,47911
201508,"QHG: NHS Beds, Luton & Milton Keynes ICB",18342
202107,QH8: NHS Mid And South Essex ICB,26889
201303,"QOC: NHS Shrops, Telford & Wrekin ICB",13
201506,QT1: NHS Nott'ham & Nottinghamshire ICB,26408
201703,QJM: NHS Lincolnshire ICB,19323
201902,QYG: NHS Cheshire And Merseyside ICB,69526
200906,QJM: NHS Lincolnshire ICB,12
